illness_name,complication,sickness
中枢神经系统肉芽肿性血管炎,Treatment_of_department,意识障碍
慢性进行性舞蹈病,Treatment_of_department,进行性脂肪营养不良
慢性进行性舞蹈病,Treatment_of_department,进行性肌营养不良症
慢性进行性舞蹈病,Treatment_of_department,耳聋
颅内静脉血栓形成,Treatment_of_department,癫痫
颅内静脉血栓形成,Treatment_of_department,意识障碍
颅内静脉血栓形成,Treatment_of_department,视盘水肿
肌阵挛性小脑协调障碍,Treatment_of_department,褥疮
肌阵挛性小脑协调障碍,Treatment_of_department,多重肺部感染
神经棘红细胞增多症,Treatment_of_department,癫痫
神经棘红细胞增多症,Treatment_of_department,心肌病
额颞痴呆,Treatment_of_department,抑郁症
额颞痴呆,Treatment_of_department,尿路感染
血卟啉病性周围神经病,Treatment_of_department,高血压
血卟啉病性周围神经病,Treatment_of_department,癫痫
失语症,Treatment_of_department,脑出血
失语症,Treatment_of_department,老年痴呆症
失语症,Treatment_of_department,精神障碍
妊娠合并偏头痛,Treatment_of_department,子痫
神经系统遗传病,Treatment_of_department,神经系统遗传病
淋巴细胞脉络丛脑膜炎,Treatment_of_department,睾丸炎
淋巴细胞脉络丛脑膜炎,Treatment_of_department,肺炎
淋巴细胞脉络丛脑膜炎,Treatment_of_department,流产
脑桥中央髓鞘溶解症,Treatment_of_department,尿路感染
脑桥中央髓鞘溶解症,Treatment_of_department,褥疮
脊髓蛛网膜炎,Treatment_of_department,高颅压性脑积水
高颅压性脑积水,Treatment_of_department,性早熟
进行性面偏侧萎缩症,Treatment_of_department,癫痫
进行性面偏侧萎缩症,Treatment_of_department,偏头痛
反射性躯体神经病,Treatment_of_department,失眠症
分水岭区脑梗死,Treatment_of_department,高血压
分水岭区脑梗死,Treatment_of_department,糖尿病
智能障碍,Treatment_of_department,痴呆
维生素D缺乏神经病,Treatment_of_department,佝偻病
单神经病与神经丛神经病,Treatment_of_department,面神经炎
遗传性多发脑梗死性痴呆,Treatment_of_department,尿路感染
遗传性多发脑梗死性痴呆,Treatment_of_department,褥疮
放射性周围神经病,Treatment_of_department,舌咽神经损伤
维生素B1缺乏神经病,Treatment_of_department,直立性低血压
维生素B1缺乏神经病,Treatment_of_department,酒精中毒
包涵体肌炎与遗传性包涵体肌病,Treatment_of_department,褥疮
包涵体肌炎与遗传性包涵体肌病,Treatment_of_department,多重肺部感染
单纯疱疹性脑炎,Treatment_of_department,脑疝
书写痉挛,Treatment_of_department,眼球震颤
脊膜瘤,Treatment_of_department,瘫痪
脊膜瘤,Treatment_of_department,脱水
多灶性运动神经病,Treatment_of_department,重症肌无力
多发脑梗死性痴呆,Treatment_of_department,抑郁症
多发脑梗死性痴呆,Treatment_of_department,尿路感染
放射性脊髓病,Treatment_of_department,脱发
高镁血症,Treatment_of_department,心源性休克
迷路震荡,Treatment_of_department,脑震荡
迷路震荡,Treatment_of_department,意识障碍
重症肌无力样综合征,Treatment_of_department,瘫痪
重症肌无力样综合征,Treatment_of_department,尿路感染
酒中毒性周围神经病,Treatment_of_department,多汗症
酒中毒性周围神经病,Treatment_of_department,阳痿
酒中毒性周围神经病,Treatment_of_department,直立性低血压
交感神经链综合征,Treatment_of_department,新生儿败血症
交感神经链综合征,Treatment_of_department,肺炎链球菌败血症
无症状性脑梗死,Treatment_of_department,高血压
无症状性脑梗死,Treatment_of_department,糖尿病
脊髓缺血,Treatment_of_department,肺炎
脊髓缺血,Treatment_of_department,褥疮
脊髓缺血,Treatment_of_department,尿路感染
多巴反应性肌张力障碍,Treatment_of_department,肌张力障碍
多巴反应性肌张力障碍,Treatment_of_department,多巴反应性肌张力障碍
多巴反应性肌张力障碍,Treatment_of_department,肌张力异常
周期性四肢运动障碍,Treatment_of_department,失眠症
周期性四肢运动障碍,Treatment_of_department,发作性睡病
周期性四肢运动障碍,Treatment_of_department,睡眠呼吸暂停综合征
酒精中毒性神经疾病,Treatment_of_department,充血性心力衰竭
酒精中毒性神经疾病,Treatment_of_department,血栓形成
酒精中毒性神经疾病,Treatment_of_department,心肌病
异染性脑白质营养不良,Treatment_of_department,癫痫
异染性脑白质营养不良,Treatment_of_department,多重肺部感染
维生素E缺乏神经病,Treatment_of_department,白内障
蛛网膜炎,Treatment_of_department,正常颅压脑积水
蛛网膜炎,Treatment_of_department,脑积水
神经白塞病,Treatment_of_department,口腔溃疡
神经性肌强直,Treatment_of_department,食管受压性吞咽困难
神经性肌强直,Treatment_of_department,畸形性吞咽困难
肺嗜酸性粒细胞浸润症,Treatment_of_department,心力衰竭
多发性末梢神经炎,Treatment_of_department,尿道癌
多发性末梢神经炎,Treatment_of_department,人流后妇科病
多发性末梢神经炎,Treatment_of_department,女性尿道癌
肺良性淋巴细胞血管炎和肉芽肿病,Treatment_of_department,心肌梗塞
哮喘性肺嗜酸粒细胞浸润症,Treatment_of_department,大叶性肺炎
新生儿先天性膈疝,Treatment_of_department,新生儿呼吸窘迫综合征
新生儿先天性膈疝,Treatment_of_department,代谢性酸中毒
新生儿先天性膈疝,Treatment_of_department,胃食管反流病
肺性脑病,Treatment_of_department,老年人慢性肾功能衰竭
肺炎链球菌败血症,Treatment_of_department,病毒性肺炎
肺炎链球菌败血症,Treatment_of_department,脑膜炎
肺炎链球菌败血症,Treatment_of_department,心包炎
小儿高免疫球蛋白E综合征,Treatment_of_department,肺大疱
小儿高免疫球蛋白E综合征,Treatment_of_department,脓胸
小儿高免疫球蛋白E综合征,Treatment_of_department,支气管扩张
老年人尿毒症性肺炎,Treatment_of_department,肺水肿
急性嗜酸性粒细胞性肺炎,Treatment_of_department,肺炎
手术后和创伤后肺炎,Treatment_of_department,脓胸
支气管结石,Treatment_of_department,阻塞性肺气肿
支气管结石,Treatment_of_department,支气管扩张
小儿淋巴细胞间质性肺炎,Treatment_of_department,肺咳
粒性白细胞缺乏性咽峡炎,Treatment_of_department,肺炎
免疫缺陷者肺炎,Treatment_of_department,细菌性肺炎
免疫缺陷者肺炎,Treatment_of_department,病毒性肺炎
免疫缺陷者肺炎,Treatment_of_department,放射性肺炎
SBS,Treatment_of_department,抑郁症
良性颅内高压症,Treatment_of_department,视神经病变
妊娠合并肺炎,Treatment_of_department,菌血症
妊娠合并肺炎,Treatment_of_department,败血症
妊娠合并肺炎,Treatment_of_department,弥散性血管内凝血
囊性纤维化,Treatment_of_department,脱臼
呼吸道合胞病毒感染,Treatment_of_department,脑膜炎
特发性阻塞性细支气管炎伴机化性肺炎,Treatment_of_department,肺隐球菌病
特发性阻塞性细支气管炎伴机化性肺炎,Treatment_of_department,淋巴瘤
急性肺脓肿,Treatment_of_department,肺脓肿
肺炎克雷白杆菌肺炎,Treatment_of_department,脑疝
病毒性脑炎,Treatment_of_department,褥疮
病毒性脑炎,Treatment_of_department,疖
特发性肺纤维化,Treatment_of_department,心脏病
特发性肺纤维化,Treatment_of_department,肺癌
特发性肺纤维化,Treatment_of_department,气胸
甲状腺炎,Treatment_of_department,急性甲状腺炎
甲状腺炎,Treatment_of_department,无痛性甲状腺炎
甲状腺炎,Treatment_of_department,慢性纤维性甲状腺炎
小儿肺炎,Treatment_of_department,气胸
小儿肺炎,Treatment_of_department,肺气肿
小儿肺炎,Treatment_of_department,便秘
肺淀粉样变性,Treatment_of_department,肝火犯肺
肺淀粉样变性,Treatment_of_department,风热犯肺
肺淀粉样变性,Treatment_of_department,燥邪犯肺
血栓形成,Treatment_of_department,肺栓塞
小儿发烧,Treatment_of_department,营养不良
小儿发烧,Treatment_of_department,低钠血症
小儿发烧,Treatment_of_department,脱水
慢性淋巴结炎,Treatment_of_department,蜂窝织炎
肺水肿,Treatment_of_department,弥散性血管内凝血
脑梗死,Treatment_of_department,褥疮
脑梗死,Treatment_of_department,猝死
脑梗死,Treatment_of_department,脑瘫
2型糖尿病,Treatment_of_department,肾脏损伤
2型糖尿病,Treatment_of_department,糖尿病足
COPD,Treatment_of_department,慢性呼吸衰竭
COPD,Treatment_of_department,自发性气胸
COPD,Treatment_of_department,慢性肺源性心脏病
病毒性心肌炎,Treatment_of_department,心力衰竭
病毒性心肌炎,Treatment_of_department,扩张型心肌病
神经节苷脂沉积病,Treatment_of_department,癫痫
神经节苷脂沉积病,Treatment_of_department,多重肺部感染
SAS,Treatment_of_department,肺动脉高压
SAS,Treatment_of_department,高血压
脑动脉硬化症,Treatment_of_department,高脂血症
脑动脉硬化症,Treatment_of_department,糖尿病和高血压
副神经损伤,Treatment_of_department,面神经损伤
干燥综合征,Treatment_of_department,慢性支气管炎
干燥综合征,Treatment_of_department,淋巴瘤
肾衰,Treatment_of_department,肾衰
肾衰,Treatment_of_department,心力衰竭
肾衰,Treatment_of_department,老年人慢性肾功能衰竭
失认症,Treatment_of_department,失认症
失认症,Treatment_of_department,老年痴呆症
失认症,Treatment_of_department,精神障碍
肌注硬结感染,Treatment_of_department,心肌炎
营养障碍性多发性神经病,Treatment_of_department,低血压
十二指肠壅积症,Treatment_of_department,脱水
十二指肠壅积症,Treatment_of_department,营养不良
食管结核,Treatment_of_department,食道癌
十二指肠损伤,Treatment_of_department,肠瘘
旅行者腹泻,Treatment_of_department,尿道炎
旅行者腹泻,Treatment_of_department,结膜炎
残窦综合征,Treatment_of_department,复发性溃疡
脏毒便血,Treatment_of_department,脑囊虫病
脏毒便血,Treatment_of_department,垂体性侏儒症
脏毒便血,Treatment_of_department,新生儿泪囊炎
胃隔膜,Treatment_of_department,双胃
Plummer-Vinson综合征,Treatment_of_department,食道癌
肥胖性生殖无能综合征,Treatment_of_department,尿崩症
肥胖性生殖无能综合征,Treatment_of_department,高钠血症
妊娠合并甲状旁腺功能亢进,Treatment_of_department,肾结石
妊娠合并甲状旁腺功能亢进,Treatment_of_department,肾盂肾炎
妊娠合并甲状旁腺功能亢进,Treatment_of_department,消化性溃疡
妊娠合并慢性肾上腺皮质功能减退,Treatment_of_department,早产
妊娠合并慢性肾上腺皮质功能减退,Treatment_of_department,低血糖
链球菌性咽炎,Treatment_of_department,扁桃体周围脓肿
链球菌性咽炎,Treatment_of_department,咽旁脓肿
链球菌性咽炎,Treatment_of_department,咽后脓肿
星形病毒胃肠炎,Treatment_of_department,中耳炎
星形病毒胃肠炎,Treatment_of_department,支气管炎
星形病毒胃肠炎,Treatment_of_department,支气管肺炎
胡桃夹食管,Treatment_of_department,心绞痛
胡桃夹食管,Treatment_of_department,下背部痛
门脉高压性肠病,Treatment_of_department,结、直肠黑变病
妊娠合并肝硬化,Treatment_of_department,贫血
妊娠合并肝硬化,Treatment_of_department,产后出血
心脏直视手术所致神经疾病,Treatment_of_department,心脏病
浓缩胆汁综合征,Treatment_of_department,新生儿溶血病
结肠闭锁,Treatment_of_department,便秘
二糖酶缺乏症,Treatment_of_department,小儿呕吐
膈扑动,Treatment_of_department,癫痫
膈扑动,Treatment_of_department,破伤风
结肠血管扩张症,Treatment_of_department,休克
结肠血管扩张症,Treatment_of_department,缺铁性贫血
胸部放线菌病,Treatment_of_department,肺炎
特发性非硬化性门脉高压综合征,Treatment_of_department,门静脉血栓形成
惠普尔病,Treatment_of_department,结膜炎
惠普尔病,Treatment_of_department,角膜炎
食管中段憩室,Treatment_of_department,食管憩室
食管中段憩室,Treatment_of_department,肺脓肿
妊娠合并消化性溃疡,Treatment_of_department,幽门梗阻
坏死性结节病样肉芽肿病,Treatment_of_department,幼年型类风湿性关节炎
坏死性结节病样肉芽肿病,Treatment_of_department,鼻炎
胰腺囊性纤维性变,Treatment_of_department,急性胰腺炎
神经性肠梗阻综合症,Treatment_of_department,急性弥漫性腹膜炎
神经性肠梗阻综合症,Treatment_of_department,肠梗阻
神经性肠梗阻综合症,Treatment_of_department,休克
低钙血症,Treatment_of_department,窦性心动过速
低钙血症,Treatment_of_department,房室传导阻滞
低钙血症,Treatment_of_department,充血性心力衰竭
小儿脓胸,Treatment_of_department,腹膜炎
小儿脓胸,Treatment_of_department,心包炎
热带性肺嗜酸性粒细胞浸润症,Treatment_of_department,心力衰竭
肝外胆管损伤,Treatment_of_department,休克
硬皮病食管,Treatment_of_department,食管炎
卡普兰综合征,Treatment_of_department,咯血
卡普兰综合征,Treatment_of_department,肺动脉高压
原发性单克隆球蛋白病肾损害,Treatment_of_department,贫血
小儿溶血尿毒综合征,Treatment_of_department,肾衰
小儿溶血尿毒综合征,Treatment_of_department,小儿低氯性氮质血症综合征
小儿溶血尿毒综合征,Treatment_of_department,代谢性酸中毒
小儿肾淀粉样变性,Treatment_of_department,高血压
小儿肾淀粉样变性,Treatment_of_department,肾性糖尿
小儿肾性尿崩症,Treatment_of_department,高渗性脱水
小儿肾性尿崩症,Treatment_of_department,肾功能不全
混合型肾小管性酸中毒,Treatment_of_department,代谢性酸中毒
混合型肾小管性酸中毒,Treatment_of_department,低钾血症
小儿结节性多动脉炎,Treatment_of_department,贫血
获得性循坏抗凝物质增多综合征,Treatment_of_department,新生儿出血症
遗传性凝血因子Ⅹ缺乏,Treatment_of_department,出血性疾病
镇痛剂肾病,Treatment_of_department,肾结石
镇痛剂肾病,Treatment_of_department,尿路感染
肾性氨基酸尿,Treatment_of_department,低钙血症
肾性氨基酸尿,Treatment_of_department,高尿酸血症
肾性氨基酸尿,Treatment_of_department,网膜炎
肾创伤,Treatment_of_department,肾盂肾炎
肾创伤,Treatment_of_department,肾动静脉瘘
原发性高脂蛋白血症与黄瘤增生病,Treatment_of_department,心肌梗塞
原发性高脂蛋白血症与黄瘤增生病,Treatment_of_department,尿崩症
甲氨蝶呤相关的淋巴增殖性疾病,Treatment_of_department,淋巴癌
嘧啶5′-核苷酸缺乏症,Treatment_of_department,肝豆状核变性
额外肾,Treatment_of_department,尿失禁
额外肾,Treatment_of_department,输尿管炎
特发性急性小管间质性肾炎,Treatment_of_department,贫血
锂肾病,Treatment_of_department,肾衰
肾性失镁,Treatment_of_department,低血压
免疫介导性肾脏病,Treatment_of_department,肾衰
免疫介导性肾脏病,Treatment_of_department,肾病综合征
免疫介导性肾脏病,Treatment_of_department,狼疮性肾炎
小儿肾结核,Treatment_of_department,尿失禁
小儿肾结核,Treatment_of_department,尿毒症
近端(Ⅱ型)肾小管性酸中毒,Treatment_of_department,阵发性冷性血红蛋白尿
特发性尿钙增多症,Treatment_of_department,尿路感染
特发性尿钙增多症,Treatment_of_department,继发性甲状旁腺功能亢进症
妊娠合并慢性肾小球肾炎,Treatment_of_department,高血压
妊娠合并慢性肾小球肾炎,Treatment_of_department,贫血
妊娠合并慢性肾小球肾炎,Treatment_of_department,胎儿生长受限
疟疾肾病,Treatment_of_department,高血压
肌病肾病性代谢综合征,Treatment_of_department,高钾血症
I型肾小管性酸中毒,Treatment_of_department,纤维性骨炎
肾及输尿管重复畸形,Treatment_of_department,肾结石
恶性高血压性小动脉性肾硬化,Treatment_of_department,高血压
轻链病与轻链沉积病,Treatment_of_department,多发性骨髓瘤
轻链病与轻链沉积病,Treatment_of_department,肾病综合征
肾盏憩室,Treatment_of_department,肾结石
输尿管异位开口,Treatment_of_department,气管食管瘘
输尿管异位开口,Treatment_of_department,肛门闭锁
过敏性急性小管间质性肾炎,Treatment_of_department,肾衰
过敏性急性小管间质性肾炎,Treatment_of_department,代谢性酸中毒
妊娠期急性肾功能衰竭,Treatment_of_department,尿路感染
转移性皮肤钙化病,Treatment_of_department,血栓闭塞性脉管炎
转移性皮肤钙化病,Treatment_of_department,动脉硬化性闭塞症
转移性皮肤钙化病,Treatment_of_department,特发性皮肤钙化病
小儿肺出血-肾炎综合征,Treatment_of_department,贫血
小儿肺出血-肾炎综合征,Treatment_of_department,高血压
肾融合,Treatment_of_department,难产
肾融合,Treatment_of_department,肾积水
肾旋转异常,Treatment_of_department,肾积水
镁过多症,Treatment_of_department,心源性休克
远端肾小管性酸中毒,Treatment_of_department,坏血病
远端肾小管性酸中毒,Treatment_of_department,肾结石
远端肾小管性酸中毒,Treatment_of_department,尿毒症
烧伤后急性肾功能衰竭,Treatment_of_department,尿毒症
烧伤后急性肾功能衰竭,Treatment_of_department,应激性溃疡
烧伤后急性肾功能衰竭,Treatment_of_department,低钠血症
非甾体类抗炎药物性肾病,Treatment_of_department,高血压
非甾体类抗炎药物性肾病,Treatment_of_department,高钾血症
常染色体显性多囊肾,Treatment_of_department,尿路感染
常染色体显性多囊肾,Treatment_of_department,肾盂肾炎
常染色体显性多囊肾,Treatment_of_department,动脉瘤
镰状细胞性肾病,Treatment_of_department,骨髓炎
镰状细胞性肾病,Treatment_of_department,肾功能不全
重链病,Treatment_of_department,骨折
小儿获得性免疫缺陷综合征肾病,Treatment_of_department,脑膜炎
小儿肾静脉血栓形成,Treatment_of_department,高血压
小儿肾静脉血栓形成,Treatment_of_department,肾性糖尿
原发性巨球蛋白血症肾损害,Treatment_of_department,肾衰
小儿皱梅腹综合征,Treatment_of_department,尿路感染
小儿皱梅腹综合征,Treatment_of_department,肾积水
近端肾小管性酸中毒,Treatment_of_department,代谢性酸中毒
近端肾小管性酸中毒,Treatment_of_department,低钾血症
咽部硬结病,Treatment_of_department,嗅觉障碍
咽部硬结病,Treatment_of_department,鼻出血
肾髓质坏死,Treatment_of_department,肾衰
高温引起的溶血性贫血,Treatment_of_department,心肌病
高温引起的溶血性贫血,Treatment_of_department,高血压
创伤性心源性溶血性贫血,Treatment_of_department,黄疸
先天性无转铁蛋白血症,Treatment_of_department,血色病
先天性无转铁蛋白血症,Treatment_of_department,尿路感染
血红蛋白E病,Treatment_of_department,溶血性贫血
遗传性凝血因子Ⅴ缺乏症,Treatment_of_department,血尿
血小板型假性血管性血友病,Treatment_of_department,鼻出血
继发性铁粒幼细胞性贫血,Treatment_of_department,心力衰竭
继发性铁粒幼细胞性贫血,Treatment_of_department,消化道出血
小儿巨幼细胞性贫血,Treatment_of_department,鼻出血
小儿巨幼细胞性贫血,Treatment_of_department,黄疸
血红蛋白D病,Treatment_of_department,溶血性贫血
行军性血红蛋白尿,Treatment_of_department,尿道炎
急性间歇性卟啉病,Treatment_of_department,抑郁症
急性化脓性乳突炎,Treatment_of_department,骨髓炎
骨髓痨性贫血,Treatment_of_department,软骨发育不全
急性粒细胞缺乏,Treatment_of_department,败血症
溶血过度所致贫血,Treatment_of_department,心力衰竭
溶血过度所致贫血,Treatment_of_department,休克
遗传性异常纤维蛋白原血症,Treatment_of_department,静脉血栓形成
堪萨斯分枝杆菌感染,Treatment_of_department,肺炎
先天性纯红细胞再生障碍性贫血,Treatment_of_department,急性髓细胞白血病
药物相关性免疫性溶血性贫血,Treatment_of_department,弥散性血管内凝血
肥大细胞白血病,Treatment_of_department,休克
阵发性冷性血红蛋白尿,Treatment_of_department,血栓形成
镰状细胞病,Treatment_of_department,贫血
镰状细胞病,Treatment_of_department,黄疸
先天性红细胞生成异常性贫血,Treatment_of_department,血色病
先天性红细胞生成异常性贫血,Treatment_of_department,胆囊炎
特发性嗜酸性粒细胞增多综合征,Treatment_of_department,充血性心力衰竭
血管免疫母细胞性淋巴结病,Treatment_of_department,胸腔积液
遗传性凝血因子Ⅺ缺乏,Treatment_of_department,鼻出血
巨大血小板病,Treatment_of_department,血小板减少症
获得性血小板功能障碍,Treatment_of_department,白血病
妊娠合并血栓性血小板减少性紫癜,Treatment_of_department,系统性红斑狼疮
遗传性铁粒幼细胞性贫血,Treatment_of_department,糖尿病
血小板促凝活性异常,Treatment_of_department,血栓形成
继发性骨髓纤维化,Treatment_of_department,原发性血小板增多症
继发性骨髓纤维化,Treatment_of_department,贫血
遗传性椭圆形红细胞增多症,Treatment_of_department,溶血性贫血
郎-奥韦综合征,Treatment_of_department,艾滋病
郎-奥韦综合征,Treatment_of_department,贫血
髓细胞白血病,Treatment_of_department,急性髓细胞白血病
继发于严重肝疾患的棘红细胞增多症,Treatment_of_department,消化道出血
血红蛋白M病,Treatment_of_department,溶血性贫血
口形红细胞增多症,Treatment_of_department,溶血
小儿血小板无力症,Treatment_of_department,血尿
遗传性蛋白C缺陷症,Treatment_of_department,静脉血栓形成
葡萄糖磷酸异构酶缺乏症,Treatment_of_department,单纯红细胞再障性贫血
老年人播散性血管内凝血,Treatment_of_department,休克
先天性红细胞膜病,Treatment_of_department,贫血
原卟啉病,Treatment_of_department,肝硬化
小儿遗传性球形红细胞增多症,Treatment_of_department,胆囊结石
肝性血卟啉病综合征,Treatment_of_department,便秘
维斯科特-奥尔德里奇综合征,Treatment_of_department,哮喘
维斯科特-奥尔德里奇综合征,Treatment_of_department,荨麻疹
维斯科特-奥尔德里奇综合征,Treatment_of_department,拉肚子
原发免疫性疾病相关的淋巴增殖性疾病,Treatment_of_department,淋巴瘤
组织细胞增殖症,Treatment_of_department,阻塞性肺气肿
组织细胞增殖症,Treatment_of_department,瘫痪
遗传性纤维蛋白原缺乏症,Treatment_of_department,脾破裂
妊娠合并红细胞增多症,Treatment_of_department,高血压
妊娠合并红细胞增多症,Treatment_of_department,肾结石
妊娠合并红细胞增多症,Treatment_of_department,骨髓纤维化
海绵状血管瘤血小板减少综合征,Treatment_of_department,鼻出血
幼淋巴细病胞白血,Treatment_of_department,贫血
幼淋巴细病胞白血,Treatment_of_department,中枢神经系统白血病
血管性血友病,Treatment_of_department,血尿
老年人巨幼细胞性贫血,Treatment_of_department,精神障碍
老年人溶血性贫血,Treatment_of_department,黄疸
Ⅱ型免疫母细胞性淋巴腺病,Treatment_of_department,淋巴结炎
风湿病性贫血,Treatment_of_department,贫血
先天性再生障碍性贫血,Treatment_of_department,心脏病
毛细胞白血病,Treatment_of_department,脾功能亢进
毛细胞白血病,Treatment_of_department,骨髓纤维化
白细胞葡萄糖-6-磷酸脱氢酶缺乏症,Treatment_of_department,尿路感染
慢性疾病的贫血,Treatment_of_department,贫血
慢性疾病的贫血,Treatment_of_department,胃癌
慢性疾病的贫血,Treatment_of_department,肠癌
淋巴瘤细胞白血病,Treatment_of_department,心包积液
淋巴瘤细胞白血病,Treatment_of_department,胸腔积液
懒惰白细胞综合征,Treatment_of_department,肺炎
懒惰白细胞综合征,Treatment_of_department,中耳炎
低增生性急性白血病,Treatment_of_department,贫血
低增生性急性白血病,Treatment_of_department,心脏病
新生儿紫癜,Treatment_of_department,新生儿颅内出血
新生儿紫癜,Treatment_of_department,消化道出血
红细胞生成性卟啉病,Treatment_of_department,系统性红斑狼疮
溶血尿毒症综合征,Treatment_of_department,黄疸
溶血尿毒症综合征,Treatment_of_department,糖尿病
肝素诱导性血小板减少症,Treatment_of_department,白血病
单纯红细胞再障性贫血,Treatment_of_department,眩晕
自身红细胞过敏性紫癜,Treatment_of_department,血尿
自身红细胞过敏性紫癜,Treatment_of_department,消化道出血
肝脏疾病所致贫血,Treatment_of_department,上消化道出血
肝脏疾病所致贫血,Treatment_of_department,溶血性贫血
新生儿红细胞增多症-高黏滞度综合征,Treatment_of_department,肺动脉高压
新生儿红细胞增多症-高黏滞度综合征,Treatment_of_department,低钙血症
新生儿红细胞增多症-高黏滞度综合征,Treatment_of_department,低血糖症
嗜碱性粒细胞白血病,Treatment_of_department,脑出血
嗜碱性粒细胞白血病,Treatment_of_department,十二指肠溃疡
骨髓病性贫血,Treatment_of_department,贫血
小儿郎格罕细胞性组织细胞增生症,Treatment_of_department,上腔静脉综合征
小儿郎格罕细胞性组织细胞增生症,Treatment_of_department,尿崩症
中性白(粒)细胞减少症,Treatment_of_department,贫血
Rh血型不合溶血病,Treatment_of_department,弥散性血管内凝血
Rh血型不合溶血病,Treatment_of_department,血小板减少性紫癜
新生儿血小板减少性紫癜,Treatment_of_department,感染性血小板减少性紫癜
老年人原发性血小板增多症,Treatment_of_department,脑出血
老年人原发性血小板增多症,Treatment_of_department,癫痫
噬血细胞综合征,Treatment_of_department,弥散性血管内凝血
获得性维生素K依赖性凝血因子异常,Treatment_of_department,鼻出血
输血后血小板减少性紫癜,Treatment_of_department,出血性疾病
原发性纤维蛋白溶解症,Treatment_of_department,血尿
毛细血管扩张综合征,Treatment_of_department,毛细血管扩张性共济失调综合征
毛细血管扩张综合征,Treatment_of_department,先天性毛细血管扩张性大理石样皮肤
毛细血管扩张综合征,Treatment_of_department,泛发性特发性毛细血管扩张
铁利用性贫血,Treatment_of_department,复发性阿弗他性口腔炎
原发性骨髓纤维化,Treatment_of_department,肝性脑病
朗格汉斯组织细胞增多症,Treatment_of_department,尿崩症
朗格汉斯组织细胞增多症,Treatment_of_department,脾功能亢进
原发性巨球蛋白血症,Treatment_of_department,肾病综合征
妊娠合并淋巴瘤,Treatment_of_department,贫血
妊娠合并淋巴瘤,Treatment_of_department,肠梗阻
妊娠合并淋巴瘤,Treatment_of_department,黄疸
相对性红细胞增多症,Treatment_of_department,心血管和血栓栓塞综合征
感染性疾病所致贫血,Treatment_of_department,心脏病
脓毒症和菌血症,Treatment_of_department,骨髓炎
急性失血所致贫血,Treatment_of_department,休克
选择性IgA缺乏症,Treatment_of_department,类风湿性关节炎的肾损害
选择性IgA缺乏症,Treatment_of_department,系统性红斑狼疮
选择性IgA缺乏症,Treatment_of_department,甲状腺炎
真性红细胞增多症,Treatment_of_department,心肌梗塞
真性红细胞增多症,Treatment_of_department,血栓性静脉炎
尿黑酸尿与褐黄病,Treatment_of_department,主动脉瓣狭窄
尿黑酸尿与褐黄病,Treatment_of_department,前列腺炎
微病毒B19感染性风湿病,Treatment_of_department,溶血性贫血
微病毒B19感染性风湿病,Treatment_of_department,地中海贫血
微病毒B19感染性风湿病,Treatment_of_department,自身免疫性溶血性贫血
血小板减少症,Treatment_of_department,鼻出血
继发性红细胞增多症,Treatment_of_department,心绞痛
败血症肾损害,Treatment_of_department,肾衰
新生儿高血糖症,Treatment_of_department,脱水
新生儿高血糖症,Treatment_of_department,糖尿病酮症酸中毒
毛石肠梗阻综合征,Treatment_of_department,腹膜炎
葡萄糖-6-磷酸脱氢酶缺乏症,Treatment_of_department,黄疸
葡萄糖-6-磷酸脱氢酶缺乏症,Treatment_of_department,贫血
地中海贫血,Treatment_of_department,肝硬化
地中海贫血,Treatment_of_department,贫血
地中海贫血,Treatment_of_department,肝炎
腹壁坏死性筋膜炎,Treatment_of_department,胆囊炎
腹壁坏死性筋膜炎,Treatment_of_department,腹膜炎
颈部火器性异物,Treatment_of_department,败血症
足穿通性损害,Treatment_of_department,多汗症
食管受压性吞咽困难,Treatment_of_department,肺炎
游走脾,Treatment_of_department,脾功能亢进
游走脾,Treatment_of_department,急性腹膜炎
游走脾,Treatment_of_department,脾破裂
梭状芽胞杆菌伤口感染,Treatment_of_department,破伤风
妊娠期肝血肿及破裂,Treatment_of_department,弥漫性血管内凝血
妊娠期肝血肿及破裂,Treatment_of_department,胸腔积液
腹直肌鞘内血肿,Treatment_of_department,肠梗阻
特发性腹膜后纤维化,Treatment_of_department,克罗恩病
奥迪括约肌功能异常,Treatment_of_department,拉肚子
奥迪括约肌功能异常,Treatment_of_department,黄疸
胰腺分裂,Treatment_of_department,胰腺炎
先天性食管狭窄,Treatment_of_department,吸入性肺炎
先天性食管狭窄,Treatment_of_department,小儿急性呼吸窘迫综合征
继发性化脓性腹膜炎,Treatment_of_department,肾衰
继发性化脓性腹膜炎,Treatment_of_department,ARDS
继发性化脓性腹膜炎,Treatment_of_department,肠梗阻
喉部钝挫伤,Treatment_of_department,纵隔气肿
腹股沟滑动疝,Treatment_of_department,腹股沟疝
腹股沟滑动疝,Treatment_of_department,便秘
小肠损伤,Treatment_of_department,腹膜炎
小肠损伤,Treatment_of_department,休克
胰腺脑病综合征,Treatment_of_department,休克
胰腺脑病综合征,Treatment_of_department,腹膜炎
胰腺脑病综合征,Treatment_of_department,猝死
食管瘢痕性狭窄,Treatment_of_department,食管穿孔
食管瘢痕性狭窄,Treatment_of_department,急性纵隔炎
食管瘢痕性狭窄,Treatment_of_department,食管损伤
妊娠合并急性阑尾炎,Treatment_of_department,急性弥漫性腹膜炎
