illness_name,examination,examination_name
胃肠道外瘘,Treatment_of_department,腹部平片
胃肠道外瘘,Treatment_of_department,胃肠道CT
胃肠道外瘘,Treatment_of_department,胃肠道疾病的超声检查
胰腺分裂,Treatment_of_department,胰腺CT
胰腺分裂,Treatment_of_department,肝、胆、胰、脾MRI
胰腺分裂,Treatment_of_department,ERCP
先天性食管狭窄,Treatment_of_department,食管钡餐透视
先天性食管狭窄,Treatment_of_department,上消化道内窥镜
先天性食管狭窄,Treatment_of_department,食管造影
继发性化脓性腹膜炎,Treatment_of_department,腹部平片
继发性化脓性腹膜炎,Treatment_of_department,尿常规
继发性化脓性腹膜炎,Treatment_of_department,腹部CT
喉部钝挫伤,Treatment_of_department,内镜检查
喉部钝挫伤,Treatment_of_department,食管造影
喉部钝挫伤,Treatment_of_department,胸透
腹股沟滑动疝,Treatment_of_department,腹部透视
腹股沟滑动疝,Treatment_of_department,脏器触诊
腹股沟滑动疝,Treatment_of_department,腹部外形触诊
小肠损伤,Treatment_of_department,腹部平片
小肠损伤,Treatment_of_department,口服法小肠造影
小肠损伤,Treatment_of_department,腹部CT
胰腺脑病综合征,Treatment_of_department,脑脊液细胞计数
胰腺脑病综合征,Treatment_of_department,脑脊液蛋白定量
胰腺脑病综合征,Treatment_of_department,尿淀粉酶
食管瘢痕性狭窄,Treatment_of_department,纤维胃镜
食管瘢痕性狭窄,Treatment_of_department,食管造影
食管瘢痕性狭窄,Treatment_of_department,食管拉网检查
妊娠合并急性阑尾炎,Treatment_of_department,尿常规
妊娠合并急性阑尾炎,Treatment_of_department,血培养
妊娠合并急性阑尾炎,Treatment_of_department,腹部包块
淋巴结-胆道综合征,Treatment_of_department,腹部平片
淋巴结-胆道综合征,Treatment_of_department,腹部CT
淋巴结-胆道综合征,Treatment_of_department,腹部外形触诊
盲袢综合征,Treatment_of_department,腹部平片
盲袢综合征,Treatment_of_department,14C呼气试验
盲袢综合征,Treatment_of_department,小肠镜
炎症性腹主动脉瘤,Treatment_of_department,腹部平片
炎症性腹主动脉瘤,Treatment_of_department,腹部CT
炎症性腹主动脉瘤,Treatment_of_department,腹部搏动检查
半月线疝,Treatment_of_department,CT平扫
半月线疝,Treatment_of_department,腹部血管超声检查
嵌顿性腹股沟斜疝,Treatment_of_department,直肠指检
小肠系膜损伤,Treatment_of_department,MRI
畸形性吞咽困难,Treatment_of_department,内镜检查
畸形性吞咽困难,Treatment_of_department,食管钡餐透视
畸形性吞咽困难,Treatment_of_department,上消化道内窥镜
妊娠合并肠梗阻,Treatment_of_department,腹部平片
妊娠合并肠梗阻,Treatment_of_department,腹部透视
妊娠合并肠梗阻,Treatment_of_department,移动性浊音
食管异位组织,Treatment_of_department,食管钡餐透视
食管异位组织,Treatment_of_department,食管造影
食管异位组织,Treatment_of_department,胸部平片
巨膀胱-小结肠-肠蠕动不良综合征,Treatment_of_department,腹部平片
巨膀胱-小结肠-肠蠕动不良综合征,Treatment_of_department,内镜检查
巨膀胱-小结肠-肠蠕动不良综合征,Treatment_of_department,腹部CT
肠系膜裂孔疝,Treatment_of_department,腹部透视
肠系膜裂孔疝,Treatment_of_department,WBC
肠系膜裂孔疝,Treatment_of_department,肾脏CT
非冻结性冷伤,Treatment_of_department,皮损
非冻结性冷伤,Treatment_of_department,皮肤颜色
小儿粘连性肠梗阻,Treatment_of_department,腹部平片
小儿粘连性肠梗阻,Treatment_of_department,腹部透视
小儿粘连性肠梗阻,Treatment_of_department,胃肠道显像
胰腺外伤,Treatment_of_department,肝功能
胰腺外伤,Treatment_of_department,血清磷脂酶A2
胰腺外伤,Treatment_of_department,血红蛋白
小儿胃肠道异物及异物性肠梗阻,Treatment_of_department,腹部平片
小儿胃肠道异物及异物性肠梗阻,Treatment_of_department,气钡双对比造影
小儿胃肠道异物及异物性肠梗阻,Treatment_of_department,纤维胃镜
伤口肉毒症,Treatment_of_department,脑脊液蛋白
伤口肉毒症,Treatment_of_department,厌氧菌的分离与鉴定
腹腔室隔综合征,Treatment_of_department,肾功能
腹腔室隔综合征,Treatment_of_department,腹部叩诊音
腹腔室隔综合征,Treatment_of_department,动脉血气分析
盲肠扭转,Treatment_of_department,腹部平片
盲肠扭转,Treatment_of_department,胃肠道CT
淋球菌性腹膜炎,Treatment_of_department,血清淋球菌抗体
胆肠内引流术后内疝,Treatment_of_department,腹部平片
胆肠内引流术后内疝,Treatment_of_department,血清电解质
胆肠内引流术后内疝,Treatment_of_department,动脉血气分析
食管过短,Treatment_of_department,内镜检查
食管过短,Treatment_of_department,食管钡餐透视
食管过短,Treatment_of_department,上消化道内窥镜
硬化剂治疗引起的食管损害,Treatment_of_department,食管钡餐透视
硬化剂治疗引起的食管损害,Treatment_of_department,上消化道内窥镜
硬化剂治疗引起的食管损害,Treatment_of_department,大生化检查
活动盲肠综合征,Treatment_of_department,纤维结肠镜
手术后膈疝,Treatment_of_department,食道X线钡餐
手术后膈疝,Treatment_of_department,X线头影测量
横结肠扭转,Treatment_of_department,腹部平片
横结肠扭转,Treatment_of_department,等渗盐水低压灌肠试验
良性阵发性腹膜炎综合征,Treatment_of_department,尿常规
良性阵发性腹膜炎综合征,Treatment_of_department,刚果红试验
良性阵发性腹膜炎综合征,Treatment_of_department,腹水检查
脐膨出-巨舌-巨大躯体综合征,Treatment_of_department,血浆皮质醇
食管穿透性损伤,Treatment_of_department,食管造影
食管穿透性损伤,Treatment_of_department,食管压力
食管穿透性损伤,Treatment_of_department,胸透
小网膜囊疝,Treatment_of_department,腹部平片
小网膜囊疝,Treatment_of_department,上消化道造影
小网膜囊疝,Treatment_of_department,腹部MRI
盆底腹膜疝,Treatment_of_department,排粪造影
输入袢综合征,Treatment_of_department,上消化道X线钡餐
输入袢综合征,Treatment_of_department,食管钡餐透视
输入袢综合征,Treatment_of_department,胃肠道CT
十二指肠旁疝,Treatment_of_department,腹部平片
十二指肠旁疝,Treatment_of_department,腹部透视
十二指肠旁疝,Treatment_of_department,胃钡餐造影
切除术后内疝,Treatment_of_department,腹部平片
切除术后内疝,Treatment_of_department,胃肠道显像
切除术后内疝,Treatment_of_department,胃肠道CT
食管蹼和食管环,Treatment_of_department,内镜检查
食管蹼和食管环,Treatment_of_department,食管钡餐透视
食管蹼和食管环,Treatment_of_department,上消化道内窥镜
腹直肌自发性破裂,Treatment_of_department,腹部平片
腹直肌自发性破裂,Treatment_of_department,胸透
乙状结肠造口旁沟疝,Treatment_of_department,腹部平片
乙状结肠造口旁沟疝,Treatment_of_department,腹部透视
乙状结肠造口旁沟疝,Treatment_of_department,腹部外形触诊
先天性食管重复,Treatment_of_department,胸部CT
先天性食管重复,Treatment_of_department,食管造影
先天性食管重复,Treatment_of_department,胸部平片
乳糜腹,Treatment_of_department,细菌学检验
乳糜腹,Treatment_of_department,淋巴显像
乳糜腹,Treatment_of_department,WBC
伤寒性心肌炎,Treatment_of_department,尿常规
伤寒性心肌炎,Treatment_of_department,便常规
伤寒性心肌炎,Treatment_of_department,粪细菌培养
环咽肌失弛缓症,Treatment_of_department,耳鼻咽喉CT
环咽肌失弛缓症,Treatment_of_department,食管造影
膀胱上内疝,Treatment_of_department,腹部平片
膀胱上内疝,Treatment_of_department,膀胱造影
膀胱上内疝,Treatment_of_department,腹部透视
结肠直肠损伤,Treatment_of_department,结肠造影
结肠直肠损伤,Treatment_of_department,乙状结肠镜检查
结肠直肠损伤,Treatment_of_department,纤维结肠镜
网膜原发性节段性梗死,Treatment_of_department,腹部平片
网膜原发性节段性梗死,Treatment_of_department,腹部CT
网膜原发性节段性梗死,Treatment_of_department,腹部血管超声检查
十二指肠先天性缺如、闭锁和狭窄,Treatment_of_department,腹部平片
十二指肠先天性缺如、闭锁和狭窄,Treatment_of_department,十二指肠钡餐造影
复发性腹股沟疝,Treatment_of_department,脏器触诊
复发性腹股沟疝,Treatment_of_department,腹股沟外环冲击试验
金属引起的口腔黏膜疾病,Treatment_of_department,口腔内窥镜
急性视网膜色素上皮炎,Treatment_of_department,血检查
急性视网膜色素上皮炎,Treatment_of_department,眼底荧光血管造影
穿透性角膜移植术所致青光眼,Treatment_of_department,前房的一般检查
穿透性角膜移植术所致青光眼,Treatment_of_department,瞳孔检查
穿透性角膜移植术所致青光眼,Treatment_of_department,常规小瞳孔检查
副肿瘤性斜视性眼肌阵挛-肌阵挛,Treatment_of_department,CT造影增强扫描
副肿瘤性斜视性眼肌阵挛-肌阵挛,Treatment_of_department,虹膜检查法
副肿瘤性斜视性眼肌阵挛-肌阵挛,Treatment_of_department,眼位检查法
眶底骨折,Treatment_of_department,眼球及眼眶检查法
眶底骨折,Treatment_of_department,眼及眶区CT
眶底骨折,Treatment_of_department,一般摄片检查
结肠损伤,Treatment_of_department,腹部平片
结肠损伤,Treatment_of_department,腹部CT
结肠损伤,Treatment_of_department,腹腔镜
赖特综合征性巩膜炎,Treatment_of_department,四肢的骨和关节平片
赖特综合征性巩膜炎,Treatment_of_department,磁共振平扫
慢性反流性肾病,Treatment_of_department,尿常规
慢性反流性肾病,Treatment_of_department,肾脏切片
慢性反流性肾病,Treatment_of_department,血浆组织纤溶酶原活化物抗原
失盐性肾炎,Treatment_of_department,肾脏切片
失盐性肾炎,Treatment_of_department,尿17-酮类固醇
失盐性肾炎,Treatment_of_department,血清化学检查
家族性出血性肾炎（Alport综合征）,Treatment_of_department,肾脏切片
家族性出血性肾炎（Alport综合征）,Treatment_of_department,尿蛋白质
家族性出血性肾炎（Alport综合征）,Treatment_of_department,血清化学检查
老年人急性感染后肾炎,Treatment_of_department,尿常规
老年人急性感染后肾炎,Treatment_of_department,肾功能
老年人急性感染后肾炎,Treatment_of_department,血清化学检查
膜增生性肾小球肾炎,Treatment_of_department,肾血管造影
膜增生性肾小球肾炎,Treatment_of_department,肾脏切片
膜增生性肾小球肾炎,Treatment_of_department,C3肾炎因子
溶血尿毒综合征,Treatment_of_department,尿常规
溶血尿毒综合征,Treatment_of_department,棘形红细胞
溶血尿毒综合征,Treatment_of_department,血清甲状旁腺激素
迟发性低丙球血症,Treatment_of_department,血清免疫球蛋白A
迟发性低丙球血症,Treatment_of_department,血清免疫球蛋白G
迟发性低丙球血症,Treatment_of_department,血清免疫球蛋白M
急性肾炎,Treatment_of_department,尿常规
急性肾炎,Treatment_of_department,肾功能
急性肾炎,Treatment_of_department,细菌学检验
二水焦磷酸钙结晶沉积症,Treatment_of_department,四肢的骨和关节平片
二水焦磷酸钙结晶沉积症,Treatment_of_department,尿酸
二水焦磷酸钙结晶沉积症,Treatment_of_department,血清铁蛋白
免疫缺陷病,Treatment_of_department,体液免疫检测法
免疫缺陷病,Treatment_of_department,细胞免疫检查
免疫缺陷病,Treatment_of_department,血小板计数
IgA肾病,Treatment_of_department,尿常规
IgA肾病,Treatment_of_department,尿蛋白质
IgA肾病,Treatment_of_department,血清循环免疫复合物
良性高血压性小动脉性肾硬化,Treatment_of_department,肾功能
良性高血压性小动脉性肾硬化,Treatment_of_department,肾脏触诊
良性高血压性小动脉性肾硬化,Treatment_of_department,肾脏CT
老年人急进性肾炎,Treatment_of_department,腹部平片
老年人急进性肾炎,Treatment_of_department,尿常规
老年人急进性肾炎,Treatment_of_department,血肌酐
Ⅳ型肾小管性酸中毒,Treatment_of_department,泌尿系统CT
Ⅳ型肾小管性酸中毒,Treatment_of_department,血液生化六项
Ⅳ型肾小管性酸中毒,Treatment_of_department,MRI
尿毒症性心肌病,Treatment_of_department,肾功能
尿毒症性心肌病,Treatment_of_department,M型超声心动图
尿毒症性心肌病,Treatment_of_department,二维超声心动图
急性肾小管间质性肾炎,Treatment_of_department,尿常规
急性肾小管间质性肾炎,Treatment_of_department,无离子水清除率
急性肾小管间质性肾炎,Treatment_of_department,肾病类尿常规
原发性小血管炎性肾损害,Treatment_of_department,尿常规
原发性小血管炎性肾损害,Treatment_of_department,血沉
原发性小血管炎性肾损害,Treatment_of_department,血清抗中性粒细胞抗体
慢性尿道综合征,Treatment_of_department,膀胱触诊
慢性尿道综合征,Treatment_of_department,12小时尿细胞计数
慢性尿道综合征,Treatment_of_department,尿细菌培养
梗阻性肾病,Treatment_of_department,腹部平片
梗阻性肾病,Treatment_of_department,尿常规
梗阻性肾病,Treatment_of_department,静脉尿路造影
妊娠合并肾病综合征,Treatment_of_department,尿常规
妊娠合并肾病综合征,Treatment_of_department,梅毒血清试验
妊娠合并肾病综合征,Treatment_of_department,血液生化六项
感染性急性小管间质性肾炎,Treatment_of_department,肾脏切片
感染性急性小管间质性肾炎,Treatment_of_department,尿碱性磷酸酶
感染性急性小管间质性肾炎,Treatment_of_department,尿浓缩试验
肾淀粉样变性,Treatment_of_department,尿常规
肾淀粉样变性,Treatment_of_department,刚果红试验
肾淀粉样变性,Treatment_of_department,肾脏切片
高钙血症肾病,Treatment_of_department,肾功能
高钙血症肾病,Treatment_of_department,检眼镜检查法
高钙血症肾病,Treatment_of_department,血清甲状旁腺激素
肾皮质化脓性感染,Treatment_of_department,尿常规
肾皮质化脓性感染,Treatment_of_department,尿液细菌培养
肾皮质化脓性感染,Treatment_of_department,马尿酸钠水解试验
先天性肾病综合征,Treatment_of_department,肾功能
先天性肾病综合征,Treatment_of_department,肾脏切片
先天性肾病综合征,Treatment_of_department,尿亮氨酸氨基肽酶
感染性心内膜炎肾损害,Treatment_of_department,心血管MRI
感染性心内膜炎肾损害,Treatment_of_department,泌尿感染类尿常规
感染性心内膜炎肾损害,Treatment_of_department,血液生化六项
非IgA系膜增生性肾炎,Treatment_of_department,免疫病理检查
非IgA系膜增生性肾炎,Treatment_of_department,血涂片
薄肾小球基底膜病,Treatment_of_department,肾脏切片
薄肾小球基底膜病,Treatment_of_department,尿钠
薄肾小球基底膜病,Treatment_of_department,血清化学检查
自发性腹膜后出血或血肿,Treatment_of_department,腹膜后充气造影
自发性腹膜后出血或血肿,Treatment_of_department,凝血酶消耗试验
遗传性高尿酸血症,Treatment_of_department,颅脑MRI
遗传性高尿酸血症,Treatment_of_department,尿酸度
遗传性高尿酸血症,Treatment_of_department,血尿酸
放射性肾炎,Treatment_of_department,尿常规
放射性肾炎,Treatment_of_department,低钠试验
放射性肾炎,Treatment_of_department,肾脏叩诊
肾结核对侧肾积水,Treatment_of_department,肾功能
肾结核对侧肾积水,Treatment_of_department,肾脏CT
肾结核对侧肾积水,Treatment_of_department,肾脏MRI
盲肠旁疝,Treatment_of_department,腹部平片
淀粉样变性周围神经病,Treatment_of_department,神经系统核医学检查
淀粉样变性周围神经病,Treatment_of_department,神经系统免疫学检验
淀粉样变性周围神经病,Treatment_of_department,神经系统细胞学检查
尿毒症昏迷,Treatment_of_department,尿液镜检法
尿毒症昏迷,Treatment_of_department,尿17-生酮类固醇
尿毒症昏迷,Treatment_of_department,尿锌
抗菌药中毒性肾病,Treatment_of_department,尿常规
抗菌药中毒性肾病,Treatment_of_department,肾功能
抗菌药中毒性肾病,Treatment_of_department,肾小球功能试验
尿毒症性心包炎,Treatment_of_department,血液电解质
尿毒症性心包炎,Treatment_of_department,多普勒超声心动图
海洛因肾脏病,Treatment_of_department,肾脏切片
海洛因肾脏病,Treatment_of_department,血液生化六项
妊娠合并急性肾小球肾炎,Treatment_of_department,眼底检查
妊娠合并急性肾小球肾炎,Treatment_of_department,尿液细菌学检查
妊娠合并急性肾小球肾炎,Treatment_of_department,尿沉渣
复发性多软骨炎性,Treatment_of_department,血检查
肝炎病毒相关风湿病,Treatment_of_department,尿常规
肝炎病毒相关风湿病,Treatment_of_department,蛋白电泳
肝炎病毒相关风湿病,Treatment_of_department,凝血酶原时间
重叠综合征,Treatment_of_department,尿肌酸
重叠综合征,Treatment_of_department,尿谷草转氨酶
重叠综合征,Treatment_of_department,抗核抗体
单纯型尿路感染,Treatment_of_department,尿常规
单纯型尿路感染,Treatment_of_department,一小时尿沉渣计数
单纯型尿路感染,Treatment_of_department,尿细菌培养
显微镜下多血管炎,Treatment_of_department,尿常规
显微镜下多血管炎,Treatment_of_department,血沉
显微镜下多血管炎,Treatment_of_department,血清抗中性粒细胞抗体
肺不发育或发育不全,Treatment_of_department,肺泡气-动脉血氧分压差
肺不发育或发育不全,Treatment_of_department,重复呼吸试验
肺不发育或发育不全,Treatment_of_department,胸部平片
膈先天性缺损,Treatment_of_department,肺和胸膜听诊
膈先天性缺损,Treatment_of_department,胸部疾病体征检查
膈先天性缺损,Treatment_of_department,胸部CT
气管先天性疾病,Treatment_of_department,胸部CT
气管先天性疾病,Treatment_of_department,胸部平片
气管先天性疾病,Treatment_of_department,支气管造影
肝动脉闭塞,Treatment_of_department,肝脏超声检查
肝动脉闭塞,Treatment_of_department,肝功能
肝动脉闭塞,Treatment_of_department,血清异常凝血酶原
先天性囊状腺样畸形,Treatment_of_department,腹部平片
先天性囊状腺样畸形,Treatment_of_department,胸部CT
先天性囊状腺样畸形,Treatment_of_department,胸部平片
血吸虫病与肝胆疾病,Treatment_of_department,肝脏超声检查
血吸虫病与肝胆疾病,Treatment_of_department,肝功能
血吸虫病与肝胆疾病,Treatment_of_department,环卵沉淀试验
环状胰腺,Treatment_of_department,腹部平片
环状胰腺,Treatment_of_department,上消化道X线钡餐
环状胰腺,Treatment_of_department,胰腺CT
幼年型类风湿病,Treatment_of_department,血清类风湿因子
幼年型类风湿病,Treatment_of_department,血沉
幼年型类风湿病,Treatment_of_department,血小板计数
主动脉肠道瘘,Treatment_of_department,细菌学检验
主动脉肠道瘘,Treatment_of_department,十二指肠钡餐造影
蓝色橡皮泡痣综合症,Treatment_of_department,尿常规
蓝色橡皮泡痣综合症,Treatment_of_department,血管造影
蓝色橡皮泡痣综合症,Treatment_of_department,血液生化六项
妊娠合并心室间隔缺损,Treatment_of_department,血管造影
妊娠合并心室间隔缺损,Treatment_of_department,心电图
椎动脉创伤性栓塞,Treatment_of_department,颈椎CT
椎动脉创伤性栓塞,Treatment_of_department,脊椎平片
肝内钙化灶,Treatment_of_department,肝功能
肝内钙化灶,Treatment_of_department,肝、胆、脾CT
肝内钙化灶,Treatment_of_department,肾脏CT
上矢状窦血栓性静脉炎,Treatment_of_department,颅脑MRI
上矢状窦血栓性静脉炎,Treatment_of_department,颅脑CT
先天性食管憩室,Treatment_of_department,内镜检查
先天性食管憩室,Treatment_of_department,食管钡餐透视
先天性食管憩室,Treatment_of_department,胸透
小儿遗传性血管神经性水肿,Treatment_of_department,眼底检查
小儿遗传性血管神经性水肿,Treatment_of_department,血清总补体
小儿遗传性血管神经性水肿,Treatment_of_department,血清补体C1q
合并马蹄肾的腹主动脉瘤,Treatment_of_department,肾血管造影
合并马蹄肾的腹主动脉瘤,Treatment_of_department,肾动脉造影
合并马蹄肾的腹主动脉瘤,Treatment_of_department,腹部CT
血管活性肠肽瘤,Treatment_of_department,上消化道造影
血管活性肠肽瘤,Treatment_of_department,血清5-羟色胺
血管活性肠肽瘤,Treatment_of_department,葡萄糖耐量试验
外伤性乳房血肿,Treatment_of_department,乳房穿刺针活检
外伤性乳房血肿,Treatment_of_department,乳腺B超
直接型颈动脉海绵窦瘘,Treatment_of_department,SPECT显像
直接型颈动脉海绵窦瘘,Treatment_of_department,MRI
第Ⅱ、Ⅲ型脊髓血管畸形,Treatment_of_department,血管彩超
第Ⅱ、Ⅲ型脊髓血管畸形,Treatment_of_department,MRI
第Ⅳ型脊髓血管畸形,Treatment_of_department,血管彩超
乳腺错构瘤,Treatment_of_department,乳房摄片
乳腺错构瘤,Treatment_of_department,乳房自检
乳腺错构瘤,Treatment_of_department,乳房触诊
先天性心包缺如或缺损,Treatment_of_department,胸部CT
先天性心包缺如或缺损,Treatment_of_department,胸部平片
先天性心包缺如或缺损,Treatment_of_department,胸部磁共振
心包切开术后综合征,Treatment_of_department,WBC
心包切开术后综合征,Treatment_of_department,胸部平片
心包切开术后综合征,Treatment_of_department,血清C反应蛋白
肠绞痛,Treatment_of_department,磁共振平扫
肠绞痛,Treatment_of_department,血管造影
肾动静脉瘘,Treatment_of_department,静脉尿路造影
肾动静脉瘘,Treatment_of_department,肾血管造影
肾动静脉瘘,Treatment_of_department,动静脉瘘定位试验
点状骨骺发育异常,Treatment_of_department,四肢的骨和关节平片
点状骨骺发育异常,Treatment_of_department,骨与关节MRI
外伤后颈内动脉闭塞,Treatment_of_department,MRI
外伤后颈内动脉闭塞,Treatment_of_department,正电子发射计算机断层扫描
妊娠合并血栓性疾病,Treatment_of_department,内皮素
妊娠合并血栓性疾病,Treatment_of_department,全血黏度
妊娠合并血栓性疾病,Treatment_of_department,凝血时间
肾异位血管及副血管,Treatment_of_department,静脉尿路造影
肾异位血管及副血管,Treatment_of_department,肾脏B超
第Ⅰ型脊髓血管畸形,Treatment_of_department,血管彩超
硬脊膜外脓肿,Treatment_of_department,脊椎平片
进行性骨干发育不全,Treatment_of_department,四肢的骨和关节平片
进行性骨干发育不全,Treatment_of_department,骨与关节MRI
进行性骨干发育不全,Treatment_of_department,关节检查
向颈段脊髓供血的根动脉缺血症候群,Treatment_of_department,上肢动脉功能试验
腹主动脉腔静脉瘘,Treatment_of_department,腹部平片
腹主动脉腔静脉瘘,Treatment_of_department,静脉听诊
硬脊膜下脓肿,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
硬脊膜下脓肿,Treatment_of_department,脑脊液的显微镜检查
硬脊膜下脓肿,Treatment_of_department,MRI
动脉损伤,Treatment_of_department,选择性心血管造影
动脉损伤,Treatment_of_department,磁共振血管造影
动脉损伤,Treatment_of_department,血管造影
肝淀粉样变性,Treatment_of_department,肝功能
肝淀粉样变性,Treatment_of_department,血清总胆红素
肝淀粉样变性,Treatment_of_department,血清碱性磷酸酶
急性肠系膜上动脉梗死,Treatment_of_department,腹部平片
急性肠系膜上动脉梗死,Treatment_of_department,血管造影
急性肠系膜上动脉梗死,Treatment_of_department,腹部MRI
陶瓷样胆囊,Treatment_of_department,腹部平片
陶瓷样胆囊,Treatment_of_department,腹部MRI
陶瓷样胆囊,Treatment_of_department,腹部透视
心肌梗死后心包炎,Treatment_of_department,血清抗心肌抗体
心肌梗死后心包炎,Treatment_of_department,血沉
心肌梗死后心包炎,Treatment_of_department,WBC
胸壁软组织畸形,Treatment_of_department,胸廓检查
胸壁软组织畸形,Treatment_of_department,胸部CT
桡骨小头骨骺分离,Treatment_of_department,四肢的骨和关节平片
桡骨小头骨骺分离,Treatment_of_department,X线碘油造影
桡骨小头骨骺分离,Treatment_of_department,关节检查
先天性胸骨后膈疝,Treatment_of_department,食管钡餐透视
先天性胸骨后膈疝,Treatment_of_department,胸部外部检查
先天性胸骨后膈疝,Treatment_of_department,胸透
老年人主动脉瘤,Treatment_of_department,冠状动脉造影
老年人主动脉瘤,Treatment_of_department,MRI
老年人主动脉瘤,Treatment_of_department,胸部平片
外伤性食管穿孔,Treatment_of_department,上消化道造影
外伤性食管穿孔,Treatment_of_department,胸腔积液微生物学检查
外伤性食管穿孔,Treatment_of_department,食管造影
真菌性心包炎,Treatment_of_department,胸部平片
真菌性心包炎,Treatment_of_department,心包积液检查
心脏穿透伤,Treatment_of_department,动态心电图
心脏穿透伤,Treatment_of_department,心电图
心脏穿透伤,Treatment_of_department,M型超声心动图
膈膨出和麻痹,Treatment_of_department,胸部疾病体征检查
膈膨出和麻痹,Treatment_of_department,胸部CT
膈膨出和麻痹,Treatment_of_department,胸部平片
骨放线菌病,Treatment_of_department,四肢的骨和关节平片
骨放线菌病,Treatment_of_department,骨关节及软组织CT
骨放线菌病,Treatment_of_department,脓汁和创伤感染标本细菌学检查
感染性腹主动脉瘤,Treatment_of_department,腹部MRI
感染性腹主动脉瘤,Treatment_of_department,腹部透视
感染性腹主动脉瘤,Treatment_of_department,腹部CT
完全性肺静脉异位回流,Treatment_of_department,痰液病原体
完全性肺静脉异位回流,Treatment_of_department,心电图
完全性肺静脉异位回流,Treatment_of_department,胸部平片
继发性纵隔感染,Treatment_of_department,食管造影
继发性纵隔感染,Treatment_of_department,胸部平片
完全性大动脉错位,Treatment_of_department,心导管
完全性大动脉错位,Treatment_of_department,心电图
完全性大动脉错位,Treatment_of_department,胸部平片
多发性骨骺发育异常,Treatment_of_department,静态骨显像
多发性骨骺发育异常,Treatment_of_department,骨髓显像
肺包虫病,Treatment_of_department,棘球蚴皮内试验
肺包虫病,Treatment_of_department,皮内试验
肺包虫病,Treatment_of_department,胸透
三尖瓣畸形,Treatment_of_department,心电图
三尖瓣畸形,Treatment_of_department,多普勒超声心动图
气管及支气管发育障碍,Treatment_of_department,支气管镜
气管及支气管发育障碍,Treatment_of_department,支气管造影
气管及支气管发育障碍,Treatment_of_department,激发试验
小儿单纯肺动脉口狭窄,Treatment_of_department,心电图
小儿单纯肺动脉口狭窄,Treatment_of_department,胸透
小儿单纯肺动脉口狭窄,Treatment_of_department,二维超声心动图
器械性食管损伤,Treatment_of_department,上消化道造影
器械性食管损伤,Treatment_of_department,食管钡餐透视
器械性食管损伤,Treatment_of_department,食管造影
先天性短食管,Treatment_of_department,上消化道造影
先天性短食管,Treatment_of_department,螺旋CT
异物性食管穿孔,Treatment_of_department,上消化道造影
异物性食管穿孔,Treatment_of_department,内镜检查
异物性食管穿孔,Treatment_of_department,胸腔积液微生物学检查
血管畸形引起的吞咽困难,Treatment_of_department,食管造影
先天性胸腹裂孔疝,Treatment_of_department,氧分压
先天性胸腹裂孔疝,Treatment_of_department,血液电解质
先天性胸腹裂孔疝,Treatment_of_department,胸部平片
非细菌性血栓性心内膜炎,Treatment_of_department,血液及骨髓细菌培养
非细菌性血栓性心内膜炎,Treatment_of_department,M型超声心动图
非细菌性血栓性心内膜炎,Treatment_of_department,二维超声心动图
杆菌性上皮样血管瘤病,Treatment_of_department,肝功能
杆菌性上皮样血管瘤病,Treatment_of_department,皮损
杆菌性上皮样血管瘤病,Treatment_of_department,免疫病理检查
急性肠系膜上动脉栓塞或血栓形成,Treatment_of_department,腹部平片
急性肠系膜上动脉栓塞或血栓形成,Treatment_of_department,血管造影
肾血管畸形与压迫,Treatment_of_department,分侧肾静脉肾素活性
肾血管畸形与压迫,Treatment_of_department,血清肌酐
肾血管畸形与压迫,Treatment_of_department,血液生化六项
肾动脉血栓形成和栓塞,Treatment_of_department,腹部平片
肾动脉血栓形成和栓塞,Treatment_of_department,肾动脉造影
肾动脉血栓形成和栓塞,Treatment_of_department,血管镜
心脏钝性闭合伤,Treatment_of_department,M型超声心动图
永存动脉干,Treatment_of_department,心导管
永存动脉干,Treatment_of_department,心音图
永存动脉干,Treatment_of_department,心电图
脑静脉畸形,Treatment_of_department,颅脑MRI
脑静脉畸形,Treatment_of_department,颅脑CT
腹主动脉动脉瘤破裂,Treatment_of_department,腹部平片
腹主动脉动脉瘤破裂,Treatment_of_department,腹部CT
腹主动脉动脉瘤破裂,Treatment_of_department,心电图
腹腔干动脉瘤,Treatment_of_department,脉搏
腹腔干动脉瘤,Treatment_of_department,腹部CT
腹腔干动脉瘤,Treatment_of_department,腹部叩诊音
丘疹性血管增生,Treatment_of_department,真菌组织病理学
丘疹性血管增生,Treatment_of_department,兔感染试验
脊髓海绵状血管瘤,Treatment_of_department,血管造影
脊髓海绵状血管瘤,Treatment_of_department,颅脑MRI
动脉硬化性闭塞症,Treatment_of_department,眼底检查
动脉硬化性闭塞症,Treatment_of_department,颈动脉彩超
动脉硬化性闭塞症,Treatment_of_department,CT造影扫描
原发性纵隔感染,Treatment_of_department,胸部B超
原发性纵隔感染,Treatment_of_department,胸部磁共振
腹主动脉缩窄,Treatment_of_department,腹部平片
腹主动脉缩窄,Treatment_of_department,紧张度与动脉壁状态
腹主动脉缩窄,Treatment_of_department,动脉听诊
肠道血管畸形,Treatment_of_department,肠镜
肠道血管畸形,Treatment_of_department,无痛肠镜
肠道血管畸形,Treatment_of_department,纤维肠镜
肠系膜动脉瘤,Treatment_of_department,脉搏
