illness_name,pathogenic_site,parts_name
强直性脊柱炎性巩膜炎,Treatment_of_department,眼
强直性脊柱炎性巩膜炎,Treatment_of_department,脊柱
声带小结,Treatment_of_department,口
鼻腔异物,Treatment_of_department,耳
脉络膜血管瘤,Treatment_of_department,眼
慢性进行性眼外肌麻痹,Treatment_of_department,眼
远视,Treatment_of_department,眼
剥脱性唇炎,Treatment_of_department,皮肤
不动纤毛综合征,Treatment_of_department,肺
不动纤毛综合征,Treatment_of_department,鼻
咽肌麻痹,Treatment_of_department,咽喉
耳内脑膜脑疝,Treatment_of_department,耳
视神经乳头水肿及视盘水肿,Treatment_of_department,眼
扁桃体周围脓肿,Treatment_of_department,咽喉
干燥性角结膜炎,Treatment_of_department,眼
脉络膜炎,Treatment_of_department,眼
外耳道异物,Treatment_of_department,耳
原发性非调节性内斜视,Treatment_of_department,眼
复发性多发性软骨炎伴发的葡萄膜炎,Treatment_of_department,眼
口腔粘膜病,Treatment_of_department,口
遗传性乳光牙,Treatment_of_department,口
氟斑牙,Treatment_of_department,口
喉炎,Treatment_of_department,咽喉
玻璃体混浊,Treatment_of_department,眼
牙周病,Treatment_of_department,口
小儿亚急性甲状腺炎,Treatment_of_department,甲状腺
小儿亚急性甲状腺炎,Treatment_of_department,免疫系统
视网膜色素变性,Treatment_of_department,眼
鹅口疮,Treatment_of_department,口
小儿炎症性肠病,Treatment_of_department,肠
先天性肠旋转不良,Treatment_of_department,肠
小儿慢性粒细胞白血病,Treatment_of_department,血液血管
小儿家族性低血磷性佝偻病,Treatment_of_department,骨
糖原贮积病,Treatment_of_department,全身
小儿叶酸缺乏病,Treatment_of_department,其他
小儿叶酸缺乏病,Treatment_of_department,全身
视网膜病变,Treatment_of_department,眼
小儿狼疮肾炎,Treatment_of_department,肾
小儿狼疮肾炎,Treatment_of_department,免疫系统
急性咽炎,Treatment_of_department,咽喉
地图舌,Treatment_of_department,口
弱视,Treatment_of_department,眼
视网膜脱落,Treatment_of_department,眼
新生儿低钠血症,Treatment_of_department,血液血管
新生儿低钠血症,Treatment_of_department,全身
散光,Treatment_of_department,眼
牙周炎,Treatment_of_department,口
慢性扁桃体炎,Treatment_of_department,咽喉
耳聋,Treatment_of_department,耳
小儿急性喉炎,Treatment_of_department,咽喉
扁桃体炎,Treatment_of_department,咽喉
眩晕,Treatment_of_department,颅脑
眩晕,Treatment_of_department,耳
小儿库欣综合征,Treatment_of_department,肾上腺
小儿良性先天性肌弛缓综合征,Treatment_of_department,肌肉
小儿良性先天性肌弛缓综合征,Treatment_of_department,脊髓
小儿X-连锁高免疫球蛋白M血症,Treatment_of_department,血液血管
小儿X-连锁高免疫球蛋白M血症,Treatment_of_department,免疫系统
疱疹性咽峡炎,Treatment_of_department,咽喉
呆小症,Treatment_of_department,骨
小儿先天性侏儒痴呆综合征,Treatment_of_department,全身
小儿肠旋转不良,Treatment_of_department,胃
小儿肠旋转不良,Treatment_of_department,肠
新生儿胃穿孔,Treatment_of_department,胃
胎儿乙醇综合征,Treatment_of_department,全身
小儿继发性免疫性血小板减少性紫癜,Treatment_of_department,血液血管
小儿继发性免疫性血小板减少性紫癜,Treatment_of_department,免疫系统
腮腺炎,Treatment_of_department,面部
小儿丙酸血症,Treatment_of_department,全身
小儿X-连锁无丙种球蛋白血症,Treatment_of_department,免疫系统
小儿X-连锁无丙种球蛋白血症,Treatment_of_department,血液血管
先天性胆管囊状扩张,Treatment_of_department,肝
先天性胆管囊状扩张,Treatment_of_department,胆
鼻炎,Treatment_of_department,鼻
青光眼,Treatment_of_department,眼
过敏性鼻炎,Treatment_of_department,鼻
近视眼,Treatment_of_department,眼
慢性鼻炎,Treatment_of_department,鼻
鼻窦炎,Treatment_of_department,鼻
口臭,Treatment_of_department,口
神经元蜡样脂褐质沉积症,Treatment_of_department,颅脑
神经元蜡样脂褐质沉积症,Treatment_of_department,眼
小儿窦性心动过缓,Treatment_of_department,心脏
小儿遗传性慢性进行性肾炎,Treatment_of_department,肾
小儿遗传性慢性进行性肾炎,Treatment_of_department,耳
小儿遗传性慢性进行性肾炎,Treatment_of_department,眼
口腔溃疡,Treatment_of_department,口
新生儿失血性贫血,Treatment_of_department,血液血管
小儿红白血病,Treatment_of_department,骨髓
慢性咽炎,Treatment_of_department,咽喉
三尖瓣闭锁,Treatment_of_department,心脏
小儿多囊肾,Treatment_of_department,肾
腹裂,Treatment_of_department,腹部
鼻出血,Treatment_of_department,鼻
智齿冠周炎,Treatment_of_department,口
联合免疫缺陷病,Treatment_of_department,免疫系统
咽炎,Treatment_of_department,咽喉
干眼症,Treatment_of_department,眼
结膜炎,Treatment_of_department,眼
急性扁桃体炎,Treatment_of_department,咽喉
分泌性中耳炎,Treatment_of_department,耳
龋齿,Treatment_of_department,口
沙眼,Treatment_of_department,眼
中耳炎,Treatment_of_department,耳
咽鼓管阻塞,Treatment_of_department,咽喉
副鼻窦炎,Treatment_of_department,鼻
舌下腺囊肿,Treatment_of_department,口
磨牙,Treatment_of_department,口
斜视,Treatment_of_department,眼
病毒性咽炎,Treatment_of_department,咽喉
眶上神经痛,Treatment_of_department,面部
眶上神经痛,Treatment_of_department,周围神经系统
慢性喉炎,Treatment_of_department,咽喉
巩膜炎,Treatment_of_department,眼
单纯疱疹病毒性角膜炎,Treatment_of_department,眼
睡眠呼吸暂停综合征,Treatment_of_department,口
睡眠呼吸暂停综合征,Treatment_of_department,鼻
睡眠呼吸暂停综合征,Treatment_of_department,肺
葡萄膜炎,Treatment_of_department,眼
高眼压症,Treatment_of_department,眼
噪声性耳聋,Treatment_of_department,耳
急性会厌炎,Treatment_of_department,咽喉
开角型青光眼,Treatment_of_department,眼
唇病,Treatment_of_department,口
季节性过敏性鼻炎,Treatment_of_department,鼻
眼球震颤,Treatment_of_department,眼
视网膜母细胞瘤,Treatment_of_department,眼
梅尼埃病,Treatment_of_department,耳
视神经萎缩,Treatment_of_department,眼
急性化脓性中耳炎,Treatment_of_department,耳
先天性喉喘鸣,Treatment_of_department,咽喉
肥厚性咽炎,Treatment_of_department,咽喉
老年性耳聋,Treatment_of_department,耳
耳膜穿孔,Treatment_of_department,耳
萎缩性鼻炎,Treatment_of_department,鼻
视神经炎,Treatment_of_department,眼
声带息肉,Treatment_of_department,咽喉
泪囊炎,Treatment_of_department,眼
口角炎,Treatment_of_department,口
色盲,Treatment_of_department,眼
四环素牙,Treatment_of_department,口
慢性筛窦炎,Treatment_of_department,鼻
耵聍栓塞,Treatment_of_department,耳
老花眼,Treatment_of_department,眼
慢性上颌窦炎,Treatment_of_department,鼻
变应性口炎,Treatment_of_department,口
虹膜睫状体炎,Treatment_of_department,眼
咽异感症,Treatment_of_department,咽喉
慢性单纯性咽炎,Treatment_of_department,咽喉
药物性牙龈增生,Treatment_of_department,口
小儿肠吸收不良综合征,Treatment_of_department,肠
牙髓炎,Treatment_of_department,口
根尖周病,Treatment_of_department,口
睑缘炎,Treatment_of_department,眼
慢性干燥性鼻炎,Treatment_of_department,鼻
慢性泪囊炎,Treatment_of_department,眼
小儿先天性主动脉瓣狭窄,Treatment_of_department,心脏
小儿肾小管性酸中毒,Treatment_of_department,全身
小儿自身免疫性溶血性贫血伴血小板减少综合征,Treatment_of_department,血液血管
小儿自身免疫性溶血性贫血伴血小板减少综合征,Treatment_of_department,免疫系统
角膜病,Treatment_of_department,眼
小儿先天性面肌双瘫综合征,Treatment_of_department,头部
小儿先天性面肌双瘫综合征,Treatment_of_department,肌肉
孟德尔遗传病,Treatment_of_department,其他
小儿雄激素不敏感综合征,Treatment_of_department,男性生殖
小儿雄激素不敏感综合征,Treatment_of_department,女性生殖
冠状动脉异常起源于肺动脉,Treatment_of_department,肺
冠状动脉异常起源于肺动脉,Treatment_of_department,心脏
产瘤,Treatment_of_department,颅脑
小儿癫痫发作诱发失语综合征,Treatment_of_department,颅脑
小儿脆性X染色体,Treatment_of_department,其他
小儿尿石症,Treatment_of_department,肾
小儿尿石症,Treatment_of_department,输尿管
小儿尿石症,Treatment_of_department,尿道
小儿慢性肾小球肾炎,Treatment_of_department,肾
先天性高肩胛症,Treatment_of_department,上肢骨
新生儿迁延性胆汁淤积性黄疸,Treatment_of_department,皮肤
新生儿迁延性胆汁淤积性黄疸,Treatment_of_department,肝
小儿不对称身材-矮小-性发育异常综合征,Treatment_of_department,全身
小儿不对称身材-矮小-性发育异常综合征,Treatment_of_department,男性生殖
小儿不对称身材-矮小-性发育异常综合征,Treatment_of_department,女性生殖
小儿维生素E缺乏病,Treatment_of_department,全身
小儿骨软骨瘤,Treatment_of_department,骨
小儿假肥大型肌营养不良,Treatment_of_department,肌肉
小儿猫叫综合征,Treatment_of_department,颅脑
小儿猫叫综合征,Treatment_of_department,肌肉
小儿猫叫综合征,Treatment_of_department,其他
小儿软骨发育不全,Treatment_of_department,骨
幼年型慢性粒细胞白血病,Treatment_of_department,骨髓
幼年型慢性粒细胞白血病,Treatment_of_department,血液血管
幼年型慢性粒细胞白血病,Treatment_of_department,淋巴
小儿腺病毒性肺炎,Treatment_of_department,肺
小儿血友病,Treatment_of_department,血液血管
小儿血友病,Treatment_of_department,免疫系统
小儿血友病,Treatment_of_department,皮肤
新生儿衣原体感染,Treatment_of_department,眼
新生儿衣原体感染,Treatment_of_department,鼻
新生儿衣原体感染,Treatment_of_department,肺
先天性多发性关节挛缩症,Treatment_of_department,关节
血红蛋白病,Treatment_of_department,血液血管
先天性垂直距骨,Treatment_of_department,下肢骨
先天性垂直距骨,Treatment_of_department,关节
营养代谢障碍疾病,Treatment_of_department,全身
小儿阵发性室上性心动过速,Treatment_of_department,心脏
小儿呼吸衰竭,Treatment_of_department,肺
小儿呼吸衰竭,Treatment_of_department,心脏
小儿呼吸衰竭,Treatment_of_department,全身
小儿自身免疫性溶血性贫血,Treatment_of_department,血液血管
小儿自身免疫性溶血性贫血,Treatment_of_department,免疫系统
小儿先天性高氨血症,Treatment_of_department,全身
小儿慢性淋巴细胞性甲状腺炎,Treatment_of_department,甲状腺
小儿慢性淋巴细胞性甲状腺炎,Treatment_of_department,免疫系统
新生儿肛门和直肠畸形,Treatment_of_department,肠
新生儿肛门和直肠畸形,Treatment_of_department,肛门
小儿急性播散性脑脊髓炎,Treatment_of_department,颅脑
小儿急性播散性脑脊髓炎,Treatment_of_department,脊髓
黏多糖贮积症Ⅰ型,Treatment_of_department,骨
黏多糖贮积症Ⅰ型,Treatment_of_department,全身
黏多糖贮积症Ⅰ型,Treatment_of_department,眼
小儿急性出血性坏死性肠炎,Treatment_of_department,肠
小儿肝豆状核变性,Treatment_of_department,颅脑
小儿肝豆状核变性,Treatment_of_department,肝
小儿葡萄糖-6-磷酸脱氢酶缺乏症,Treatment_of_department,血液血管
小儿指甲-髌骨综合征,Treatment_of_department,上肢骨
小儿指甲-髌骨综合征,Treatment_of_department,其他骨
小儿指甲-髌骨综合征,Treatment_of_department,肾
小儿急性小脑性共济失调,Treatment_of_department,颅脑
婴儿纤维瘤,Treatment_of_department,全身
少年性椎体骨软骨病,Treatment_of_department,脊柱
重症联合免疫缺陷,Treatment_of_department,皮肤
获得性免疫缺陷综合征的心血管损害,Treatment_of_department,心脏
小儿黏多糖贮积病Ⅳ型,Treatment_of_department,血液血管
小儿黏多糖贮积病Ⅳ型,Treatment_of_department,上肢骨
小儿黏多糖贮积病Ⅳ型,Treatment_of_department,下肢骨
小儿肝硬化,Treatment_of_department,肝
小儿巨大血小板综合征,Treatment_of_department,血液血管
小儿小颌畸形综合征,Treatment_of_department,面部
小儿糖吸收不良,Treatment_of_department,肠
小儿周期性高血钾性麻痹,Treatment_of_department,肌肉
小儿周期性高血钾性麻痹,Treatment_of_department,血液血管
小儿胱氨酸病,Treatment_of_department,肾
小儿肝性脑病,Treatment_of_department,颅脑
小儿肝性脑病,Treatment_of_department,肝
小儿肝性脑病,Treatment_of_department,免疫系统
先天性二尖瓣畸形,Treatment_of_department,心脏
小儿动脉瘤样骨囊肿,Treatment_of_department,上肢骨
小儿动脉瘤样骨囊肿,Treatment_of_department,下肢骨
小儿动脉瘤样骨囊肿,Treatment_of_department,脊柱
小儿硬脑膜外血肿,Treatment_of_department,颅脑
新生儿Wilson-Mikity综合征,Treatment_of_department,肺
小儿急性胆囊炎与胆管炎,Treatment_of_department,胆
小儿变应性亚败血症综合征,Treatment_of_department,皮肤
小儿变应性亚败血症综合征,Treatment_of_department,关节
小儿变应性亚败血症综合征,Treatment_of_department,淋巴
小儿继发性血小板增多症,Treatment_of_department,血液血管
小儿继发性血小板增多症,Treatment_of_department,皮肤
小儿食物变态反应,Treatment_of_department,肠
小儿食物变态反应,Treatment_of_department,其他
小儿特发性室性心动过速,Treatment_of_department,心脏
小儿自身免疫性淋巴细胞增生综合征,Treatment_of_department,免疫系统
小儿自身免疫性淋巴细胞增生综合征,Treatment_of_department,血液血管
小儿假性粒细胞减少症,Treatment_of_department,血液血管
小儿球形细胞脑白质营养不良,Treatment_of_department,颅脑
小儿46-XY单纯性腺发育不全综合征,Treatment_of_department,男性生殖
小儿46-XY单纯性腺发育不全综合征,Treatment_of_department,女性生殖
新生儿皮下坏疽,Treatment_of_department,皮肤
脐膨出-巨舌-巨体综合征,Treatment_of_department,腹部
脐膨出-巨舌-巨体综合征,Treatment_of_department,口
脐膨出-巨舌-巨体综合征,Treatment_of_department,头部
小儿大动脉炎,Treatment_of_department,胸部
小儿尿路梗阻,Treatment_of_department,尿道
小儿尿路梗阻,Treatment_of_department,膀胱
小儿尿路梗阻,Treatment_of_department,输尿管
同种免疫性新生儿血小板减少性紫癜,Treatment_of_department,血液血管
小儿甲状旁腺功能减退症,Treatment_of_department,甲状腺
小儿急性呼吸窘迫综合征,Treatment_of_department,肺
小儿急性呼吸窘迫综合征,Treatment_of_department,心脏
小儿急性呼吸窘迫综合征,Treatment_of_department,血液血管
小儿异染性脑白质营养不良,Treatment_of_department,颅脑
小儿气胸,Treatment_of_department,胸部
小儿气胸,Treatment_of_department,肺
小儿发作性舞蹈手足徐动症,Treatment_of_department,肌肉
小儿发作性舞蹈手足徐动症,Treatment_of_department,颅脑
小儿原发性免疫缺陷病,Treatment_of_department,免疫系统
小儿胆道蛔虫症,Treatment_of_department,胆
小儿急性偏瘫,Treatment_of_department,颅脑
小儿急性偏瘫,Treatment_of_department,血液血管
小儿早老症,Treatment_of_department,颅脑
小儿早老症,Treatment_of_department,全身
小儿关节过度活动综合征,Treatment_of_department,关节
小儿阿姆斯特丹型侏儒,Treatment_of_department,颅脑
小儿阿姆斯特丹型侏儒,Treatment_of_department,全身
小儿成骨不全,Treatment_of_department,骨
小儿支气管肺发育不全,Treatment_of_department,肺
小儿房室传导阻滞,Treatment_of_department,心脏
小儿锁骨颅骨发育不全综合征,Treatment_of_department,颅骨
小儿锁骨颅骨发育不全综合征,Treatment_of_department,其他骨
小儿肥胖性生殖无能综合征,Treatment_of_department,男性生殖
小儿肥胖性生殖无能综合征,Treatment_of_department,肌肉
小儿原发性血小板增多症,Treatment_of_department,血液血管
小儿军团病,Treatment_of_department,肺
小儿自律性房性心动过速,Treatment_of_department,心脏
儿童胰腺功能不全并中性粒细胞减少症综合征,Treatment_of_department,胰腺
小儿弓形腿综合征,Treatment_of_department,下肢骨
小儿神经源性膀胱,Treatment_of_department,膀胱
小儿神经源性膀胱,Treatment_of_department,周围神经系统
小儿肺炎链球菌肺炎,Treatment_of_department,肺
小儿肺炎链球菌肺炎,Treatment_of_department,心脏
小儿面部红斑侏儒综合征,Treatment_of_department,面部
小儿面部红斑侏儒综合征,Treatment_of_department,皮肤
小儿面部红斑侏儒综合征,Treatment_of_department,血液血管
家族性地中海热,Treatment_of_department,关节
家族性地中海热,Treatment_of_department,肠
家族性地中海热,Treatment_of_department,全身
小儿锌缺乏症,Treatment_of_department,全身
小儿维生素B1缺乏病,Treatment_of_department,其他
小儿维生素B1缺乏病,Treatment_of_department,全身
小儿IgA肾病,Treatment_of_department,免疫系统
小儿IgA肾病,Treatment_of_department,肾
小儿结核性胸膜炎,Treatment_of_department,肺
小儿结核性胸膜炎,Treatment_of_department,胸部
新生儿呕血和便血,Treatment_of_department,胃
新生儿呕血和便血,Treatment_of_department,肠
超敏反应性疾病,Treatment_of_department,全身
小儿急性非淋巴细胞性白血病,Treatment_of_department,骨髓
小儿充血性心力衰竭,Treatment_of_department,心脏
小儿重症肌无力,Treatment_of_department,免疫系统
小儿重症肌无力,Treatment_of_department,肌肉
嗜血综合症,Treatment_of_department,血液血管
胎粪吸入综合征,Treatment_of_department,肺
新生儿喉喘鸣,Treatment_of_department,咽喉
特发性肺含铁血黄素沉着症,Treatment_of_department,肺
甲状腺功能亢进性骨矿疾病,Treatment_of_department,骨
甲状腺功能亢进性骨矿疾病,Treatment_of_department,甲状腺
非ST段抬高心肌梗死,Treatment_of_department,心脏
非ST段抬高心肌梗死,Treatment_of_department,血液血管
中毒性肾病,Treatment_of_department,肾
锌缺乏病,Treatment_of_department,全身
食物不耐受,Treatment_of_department,全身
小儿衣原体肺炎,Treatment_of_department,肺
男性性早熟,Treatment_of_department,颅脑
男性性早熟,Treatment_of_department,全身
急性便秘,Treatment_of_department,肠
小儿周围淋巴结结核,Treatment_of_department,淋巴
假性甲状旁腺功能减退症,Treatment_of_department,颈部
常染色体隐性遗传病,Treatment_of_department,其他
羊水与胎粪吸入综合征,Treatment_of_department,肺
小儿心内膜弹力纤维增生症,Treatment_of_department,心脏
小儿维生素C缺乏病,Treatment_of_department,全身
小儿格林巴利综合症,Treatment_of_department,全身
小儿窦性心动过速,Treatment_of_department,心脏
返祖现象,Treatment_of_department,其他
新生儿出血症,Treatment_of_department,血液血管
小儿维生素B6缺乏病,Treatment_of_department,其他
小儿维生素B6缺乏病,Treatment_of_department,全身
小儿维生素A缺乏病,Treatment_of_department,其他
小儿维生素A缺乏病,Treatment_of_department,全身
小儿支气管扩张,Treatment_of_department,肺
小儿支气管扩张,Treatment_of_department,心脏
小儿支气管扩张,Treatment_of_department,血液血管
维生素B6依赖综合征,Treatment_of_department,全身
小儿肠系膜淋巴结结核,Treatment_of_department,肠系膜
新生儿低体温,Treatment_of_department,皮肤
新生儿低体温,Treatment_of_department,全身
小儿维生素B2缺乏病,Treatment_of_department,其他
小儿维生素B2缺乏病,Treatment_of_department,全身
小儿溃疡性结肠炎,Treatment_of_department,肠
新生儿水肿,Treatment_of_department,全身
新生儿青紫,Treatment_of_department,皮肤
抗体免疫缺陷病,Treatment_of_department,免疫系统
甘露糖苷贮积症,Treatment_of_department,全身
原发性视网膜脱离,Treatment_of_department,眼
小儿眼-耳-脊椎综合征,Treatment_of_department,眼
小儿眼-耳-脊椎综合征,Treatment_of_department,耳
小儿眼-耳-脊椎综合征,Treatment_of_department,脊柱
自限性疾病,Treatment_of_department,全身
新生儿持续性肺动脉高压,Treatment_of_department,肺
维生素D依赖性佝偻病,Treatment_of_department,骨
维生素D依赖性佝偻病,Treatment_of_department,其他
先天性肌强直,Treatment_of_department,肌肉
小儿心律失常,Treatment_of_department,心脏
银屑病关节炎性巩膜炎,Treatment_of_department,眼
银屑病关节炎性巩膜炎,Treatment_of_department,皮肤
银屑病关节炎性巩膜炎,Treatment_of_department,关节
小儿法洛四联症,Treatment_of_department,心脏
小儿法洛四联症,Treatment_of_department,肺
小儿金黄色葡萄球菌肺炎,Treatment_of_department,肺
小儿再生障碍性贫血,Treatment_of_department,血液血管
小儿时期常见的呕吐,Treatment_of_department,胃
小儿时期常见的呕吐,Treatment_of_department,颅脑
新生儿化脓性脑膜炎,Treatment_of_department,颅脑
小儿喘息样支气管炎,Treatment_of_department,肺
小儿言语和语言障碍,Treatment_of_department,心理
小儿言语和语言障碍,Treatment_of_department,颅脑
小儿隐睾症,Treatment_of_department,睾丸
新生儿心肌炎,Treatment_of_department,心脏
牙龈炎,Treatment_of_department,口
常染色体显性遗传病,Treatment_of_department,其他
小儿肺动脉高压,Treatment_of_department,心脏
小儿肺动脉高压,Treatment_of_department,血液血管
小儿肺动脉高压,Treatment_of_department,肺
急性喉炎,Treatment_of_department,咽喉
老年性黄斑变性,Treatment_of_department,眼
鼻咽炎,Treatment_of_department,鼻
外耳道炎,Treatment_of_department,耳
翼状胬肉,Treatment_of_department,眼
腺样体肥大,Treatment_of_department,咽喉
口腔扁平苔藓,Treatment_of_department,口
小儿颅内出血,Treatment_of_department,颅脑
角膜炎,Treatment_of_department,眼
屈光不正,Treatment_of_department,眼
小儿先天性甲状腺功能减低症,Treatment_of_department,颈部
小儿先天性甲状腺功能减低症,Treatment_of_department,其他
米勒费雪症候群,Treatment_of_department,颅脑
米勒费雪症候群,Treatment_of_department,全身
早熟性儿童乳房肥大症,Treatment_of_department,乳房
女性性早熟,Treatment_of_department,颅脑
女性性早熟,Treatment_of_department,卵巢
新生儿坏死性小肠结肠炎,Treatment_of_department,肠
新生儿湿肺,Treatment_of_department,肺
婴幼儿外阴炎,Treatment_of_department,外阴
颞下颌关节紊乱综合征,Treatment_of_department,口
颞下颌关节紊乱综合征,Treatment_of_department,心理
颞下颌关节紊乱综合征,Treatment_of_department,其他骨
小儿病毒性心肌炎,Treatment_of_department,心脏
先天性肌性斜颈,Treatment_of_department,颈部
先天性肌性斜颈,Treatment_of_department,肌肉
淤胆型肝炎,Treatment_of_department,肝
小儿过敏性紫瘢,Treatment_of_department,皮肤
小儿过敏性紫瘢,Treatment_of_department,肾
小儿过敏性紫瘢,Treatment_of_department,血液血管
茎突综合征,Treatment_of_department,咽喉
维生素E缺乏病,Treatment_of_department,全身
新生儿单纯疱疹病毒感染,Treatment_of_department,全身
儿童急性良性肌炎,Treatment_of_department,肌肉
新生儿发热,Treatment_of_department,全身
新生儿生理性黄疸,Treatment_of_department,血液血管
新生儿生理性黄疸,Treatment_of_department,皮肤
新生儿咽下综合征,Treatment_of_department,胃
新生儿低血糖症,Treatment_of_department,血液血管
新生儿低血糖症,Treatment_of_department,颅脑
新生儿低血糖症,Treatment_of_department,全身
小儿苯丙酮尿症,Treatment_of_department,全身
小儿苯丙酮尿症,Treatment_of_department,血液血管
小儿α-地中海贫血,Treatment_of_department,血液血管
小儿消化性溃疡,Treatment_of_department,胃
小儿消化性溃疡,Treatment_of_department,肠
糖原累积症,Treatment_of_department,全身
小儿风湿热,Treatment_of_department,心脏
小儿风湿热,Treatment_of_department,关节
小儿风湿热,Treatment_of_department,全身
新生儿巨细胞病毒感染,Treatment_of_department,全身
小儿先天性外胚层发育不良综合征,Treatment_of_department,皮肤
小儿先天性外胚层发育不良综合征,Treatment_of_department,全身
婴幼儿胃食管反流,Treatment_of_department,食管
婴幼儿胃食管反流,Treatment_of_department,胃
结节性硬化,Treatment_of_department,颅脑
结节性硬化,Treatment_of_department,脊髓
结节性硬化,Treatment_of_department,皮肤
小儿先天性斜颈,Treatment_of_department,颈部
小儿先天性斜颈,Treatment_of_department,肌肉
新生儿呼吸暂停,Treatment_of_department,肺
小儿急性喉气管支气管炎,Treatment_of_department,咽喉
小儿急性喉气管支气管炎,Treatment_of_department,气管
小儿急性喉气管支气管炎,Treatment_of_department,肺
小儿急性肾小球肾炎,Treatment_of_department,肾
小儿肌阵挛性癫痫,Treatment_of_department,颅脑
小儿肌阵挛性癫痫,Treatment_of_department,肌肉
小儿甲状腺癌,Treatment_of_department,甲状腺
新生儿糖尿病,Treatment_of_department,全身
小儿急性胰腺炎,Treatment_of_department,胰腺
小儿生长激素缺乏症,Treatment_of_department,颅脑
早产儿贫血,Treatment_of_department,血液血管
早产儿贫血,Treatment_of_department,全身
小儿真菌性肺炎,Treatment_of_department,肺
瑞氏综合症,Treatment_of_department,颅脑
瑞氏综合症,Treatment_of_department,肝
小儿功能性消化不良,Treatment_of_department,胃
小儿功能性消化不良,Treatment_of_department,肠
侏儒症,Treatment_of_department,颅脑
原发性免疫缺陷病,Treatment_of_department,全身
原发性免疫缺陷病,Treatment_of_department,免疫系统
小儿低血糖,Treatment_of_department,血液血管
蛋白质-能量营养不良,Treatment_of_department,全身
CM1神经节苷脂贮积症,Treatment_of_department,颅脑
CM1神经节苷脂贮积症,Treatment_of_department,骨
小儿肾病综合征,Treatment_of_department,肾
小儿肾病综合征,Treatment_of_department,免疫系统
乳汁吸入性肺炎,Treatment_of_department,肺
小儿β地中海贫血,Treatment_of_department,血液血管
小儿女性性早熟,Treatment_of_department,卵巢
小儿急性肾功能衰竭,Treatment_of_department,肾
戈谢病,Treatment_of_department,全身
小儿神经纤维瘤病,Treatment_of_department,周围神经系统
突发性耳聋,Treatment_of_department,耳
小儿消化道出血,Treatment_of_department,胃
小儿消化道出血,Treatment_of_department,肠
小儿溶血性贫血,Treatment_of_department,血液血管
幼年型粒-单核细胞白血病,Treatment_of_department,骨髓
小儿慢性肾功能衰竭,Treatment_of_department,肾
氨基酸代谢病,Treatment_of_department,颅脑
氨基酸代谢病,Treatment_of_department,全身
小儿特发性血小板减少性紫癜,Treatment_of_department,皮肤
小儿特发性血小板减少性紫癜,Treatment_of_department,血液血管
僵人综合征,Treatment_of_department,颅脑
僵人综合征,Treatment_of_department,脊髓
僵人综合征,Treatment_of_department,肌肉
维生素中毒,Treatment_of_department,全身
小儿慢性肺炎,Treatment_of_department,肺
小儿阻塞性睡眠呼吸暂停,Treatment_of_department,咽喉
小儿阻塞性睡眠呼吸暂停,Treatment_of_department,气管
小儿腹胀,Treatment_of_department,肠
小儿高血压,Treatment_of_department,血液血管
肾萎缩,Treatment_of_department,肾
儿童糖尿病,Treatment_of_department,胰腺
新生儿呕吐,Treatment_of_department,胃
新生儿呕吐,Treatment_of_department,肠
眼睑痉挛-口下颏部肌张力障碍,Treatment_of_department,眼
眼睑痉挛-口下颏部肌张力障碍,Treatment_of_department,口
眼睑痉挛-口下颏部肌张力障碍,Treatment_of_department,肌肉
食管管型,Treatment_of_department,食管
小儿轮状病毒性肠炎,Treatment_of_department,肠
小儿心肌炎,Treatment_of_department,心脏
缺血缺氧性脑病,Treatment_of_department,颅脑
苯丙酮尿症,Treatment_of_department,全身
小儿急性胃炎,Treatment_of_department,胃
坏血病,Treatment_of_department,全身
非阵发性窦性心动过速,Treatment_of_department,心脏
新生儿溶血病,Treatment_of_department,血液血管
小儿肥胖,Treatment_of_department,全身
婴儿肠痉挛,Treatment_of_department,肠
肾病综合症,Treatment_of_department,肾
小儿营养不良性消瘦,Treatment_of_department,全身
小儿细菌性痢疾,Treatment_of_department,肠
小儿细菌性痢疾,Treatment_of_department,其他
新生儿呼吸窘迫综合征,Treatment_of_department,肺
脐炎,Treatment_of_department,腹部
脐炎,Treatment_of_department,腹膜
慢性舌扁桃体炎,Treatment_of_department,咽喉
儿童睡眠障碍,Treatment_of_department,心理
小儿铅中毒,Treatment_of_department,全身
小儿甲基丙二酸血症,Treatment_of_department,全身
维生素缺乏,Treatment_of_department,全身
小儿过敏性紫癜,Treatment_of_department,皮肤
小儿过敏性紫癜,Treatment_of_department,血液血管
小儿过敏性紫癜,Treatment_of_department,免疫系统
婴儿痉挛症,Treatment_of_department,颅脑
婴儿痉挛症,Treatment_of_department,其他
小儿先天性巨结肠,Treatment_of_department,肠
小儿幽门螺杆菌感染,Treatment_of_department,胃
新生儿惊厥,Treatment_of_department,颅脑
婴幼儿阴道炎,Treatment_of_department,阴道
溶血,Treatment_of_department,血液血管
原发性小肠溃疡,Treatment_of_department,肠
小儿眼-脑-肾综合征,Treatment_of_department,肾
小儿眼-脑-肾综合征,Treatment_of_department,眼
小儿眼-脑-肾综合征,Treatment_of_department,颅脑
小儿慢性支气管炎,Treatment_of_department,肺
川崎病,Treatment_of_department,皮肤
川崎病,Treatment_of_department,淋巴
川崎病,Treatment_of_department,心脏
韦尼克脑病,Treatment_of_department,颅脑
尿床,Treatment_of_department,全身
尿床,Treatment_of_department,心理
尿床,Treatment_of_department,其他
