illness_name,regular_medication,medication_name
小儿营养不良,Treatment_of_department,参术儿康糖浆
小儿营养不良,Treatment_of_department,腺苷钴胺片
小儿营养不良,Treatment_of_department,强身健脑片
舒张性心力衰竭,Treatment_of_department,盐酸胺碘酮片
舒张性心力衰竭,Treatment_of_department,硝苯地平缓释片(Ⅰ)
舒张性心力衰竭,Treatment_of_department,硝苯地平片
小儿抽动症,Treatment_of_department,氟哌啶醇片
小儿抽动症,Treatment_of_department,氟哌啶醇注射液
小儿抽动症,Treatment_of_department,菖麻熄风片
儿童腹痛,Treatment_of_department,康复贴
儿童腹痛,Treatment_of_department,枫蓼肠胃康片
儿童腹痛,Treatment_of_department,十滴水胶丸
肾上腺皮质功能减退性心脏病,Treatment_of_department,氢化可的松
小儿便秘,Treatment_of_department,枳术宽中胶囊
小儿便秘,Treatment_of_department,枯草杆菌二联活菌颗粒
小儿便秘,Treatment_of_department,开塞露(含甘油)
异位胰腺,Treatment_of_department,淀粉酶测定试剂盒(连续监测法)
异位胰腺,Treatment_of_department,注射用夫西地酸钠
异位胰腺,Treatment_of_department,肠内营养乳剂(TP-HE)
黑色素斑-胃肠多发性息肉综合征,Treatment_of_department,加味白药丸
黑色素斑-胃肠多发性息肉综合征,Treatment_of_department,枫蓼肠胃康片
减压病,Treatment_of_department,辣椒风湿膏
减压病,Treatment_of_department,关节止痛膏
减压病,Treatment_of_department,人工颈椎椎间盘
致心律失常性右室心肌病,Treatment_of_department,盐酸索他洛尔注射液
致心律失常性右室心肌病,Treatment_of_department,盐酸维拉帕米注射液
新生儿肺炎,Treatment_of_department,头孢氨苄甲氧苄啶胶囊
新生儿肺炎,Treatment_of_department,红霉素
新生儿肺炎,Treatment_of_department,了哥王片
叶酸缺乏所致贫血,Treatment_of_department,叶酸
叶酸缺乏所致贫血,Treatment_of_department,叶酸片
新生儿缺氧缺血性脑病,Treatment_of_department,单唾液酸四己糖神经节苷脂钠注射液
新生儿缺氧缺血性脑病,Treatment_of_department,银柴颗粒
新生儿缺氧缺血性脑病,Treatment_of_department,二维三七桂利嗪胶囊
肝源性肾损害,Treatment_of_department,肾炎康复片
肝源性肾损害,Treatment_of_department,甘草酸二铵肠溶胶囊
肝源性肾损害,Treatment_of_department,甘草甜素片
小儿黄疸肝脏色素沉着综合征,Treatment_of_department,清肝颗粒
小儿黄疸肝脏色素沉着综合征,Treatment_of_department,清肝片
小儿哮喘,Treatment_of_department,孟鲁司特钠咀嚼片
小儿哮喘,Treatment_of_department,盐酸异丙肾上腺素气雾剂
小儿哮喘,Treatment_of_department,羧甲淀粉钠溶液
轮状病毒性肠炎,Treatment_of_department,复合乳酸菌胶囊
轮状病毒性肠炎,Treatment_of_department,枯草杆菌二联活菌颗粒
轮状病毒性肠炎,Treatment_of_department,苍苓止泻口服液
小儿肾血管性高血压,Treatment_of_department,硝苯地平
小儿肾血管性高血压,Treatment_of_department,马来酸依那普利片
小儿肾血管性高血压,Treatment_of_department,氢氯噻嗪
小儿肥胖症,Treatment_of_department,泻火解毒片
小儿肺不张,Treatment_of_department,头孢克肟分散片
小儿高热惊厥,Treatment_of_department,减味紫雪口服液
小儿高热惊厥,Treatment_of_department,瓜霜退热灵胶囊
小儿高热惊厥,Treatment_of_department,万氏牛黄清心丸
克里格勒-纳贾尔综合征,Treatment_of_department,克里萨斯牌乐乐胶囊
克里格勒-纳贾尔综合征,Treatment_of_department,双价肾综合征出血热灭活疫苗(沙鼠肾细胞)
小儿两性畸形,Treatment_of_department,叶酸片
溃疡病大出血,Treatment_of_department,紫地宁血散
溃疡病大出血,Treatment_of_department,泮托拉唑钠肠溶胶囊
溃疡病大出血,Treatment_of_department,西咪替丁片
起搏器综合征,Treatment_of_department,盐酸维拉帕米注射液
胎粪性便秘,Treatment_of_department,甘油
胎粪性便秘,Treatment_of_department,甘油氯化钠注射液
小肠吸收不良综合征,Treatment_of_department,维生素B1片
甲状旁腺功能减退性心肌病,Treatment_of_department,氢氯噻嗪
急性酒中毒,Treatment_of_department,葡萄糖
小儿缺铁性贫血,Treatment_of_department,琥珀酸亚铁片
小儿缺铁性贫血,Treatment_of_department,复方肝浸膏片
小儿缺铁性贫血,Treatment_of_department,小儿硫酸亚铁糖浆
军团菌肺炎,Treatment_of_department,红霉素肠溶片
军团菌肺炎,Treatment_of_department,左氧氟沙星片
军团菌肺炎,Treatment_of_department,地红霉素肠溶胶囊
进行性色素性紫癜性皮病,Treatment_of_department,复方丹参片
进行性色素性紫癜性皮病,Treatment_of_department,枸橼酸钙片
足月小样儿,Treatment_of_department,葡萄糖注射液
小儿晚发性维生素K缺乏病,Treatment_of_department,维生素K1注射液
弱智,Treatment_of_department,益智温肾十味丸
弱智,Treatment_of_department,奥拉西坦注射液
生长痛,Treatment_of_department,跳骨片
严重肝病引起获得性凝血因子异常,Treatment_of_department,人纤维蛋白原
小儿动力性肠梗阻,Treatment_of_department,硫酸庆大霉素
左后分支传导阻滞,Treatment_of_department,盐酸普鲁卡因胺片
左后分支传导阻滞,Treatment_of_department,盐酸胺碘酮片
血友病甲,Treatment_of_department,注射用重组人凝血因子VIII
血友病甲,Treatment_of_department,达那唑软胶囊
急性冠脉综合症,Treatment_of_department,小麦纤维素颗粒
急性冠脉综合症,Treatment_of_department,洛索洛芬钠片
急性冠脉综合症,Treatment_of_department,甲磺酸伊马替尼片
原发性直立性低血压,Treatment_of_department,重酒石酸间羟胺注射液
原发性直立性低血压,Treatment_of_department,重酒石酸去甲肾上腺素注射液
全面性发作,Treatment_of_department,卡马西平片
全面性发作,Treatment_of_department,奥卡西平片
肾髓质囊性病,Treatment_of_department,肾炎四味胶囊
肾髓质囊性病,Treatment_of_department,氧氟沙星
蛋白丢失性胃肠病,Treatment_of_department,奥替溴铵片
类固醇5α-还原酶2缺乏综合征,Treatment_of_department,尼尔雌醇片
类固醇5α-还原酶2缺乏综合征,Treatment_of_department,双价肾综合征出血热灭活疫苗(沙鼠肾细胞)
胃切除后胆汁返流性胃炎,Treatment_of_department,铝碳酸镁片
胃切除后胆汁返流性胃炎,Treatment_of_department,铝碳酸镁颗粒
抗利尿激素分泌异常综合征,Treatment_of_department,呋塞米片
抗利尿激素分泌异常综合征,Treatment_of_department,托伐普坦片
急性化脓性脑膜炎,Treatment_of_department,地塞米松
急性化脓性脑膜炎,Treatment_of_department,甲泼尼龙片
急性化脓性脑膜炎,Treatment_of_department,复方吡拉西坦脑蛋白水解物片
难治性心力衰竭,Treatment_of_department,富马酸比索洛尔片
难治性心力衰竭,Treatment_of_department,螺内酯片
难治性心力衰竭,Treatment_of_department,盐酸胺碘酮片
小儿先天性肾上腺皮质增生症,Treatment_of_department,口服补液盐散(Ⅱ)
小儿先天性肾上腺皮质增生症,Treatment_of_department,醋酸氢化可的松片
小儿先天性肾上腺皮质增生症,Treatment_of_department,复方八维甲睾酮胶囊
药物免疫性血小板减少性紫癜,Treatment_of_department,氨肽素片
药物免疫性血小板减少性紫癜,Treatment_of_department,微达康颗粒
药物免疫性血小板减少性紫癜,Treatment_of_department,甲泼尼龙片
肾上腺髓质增生,Treatment_of_department,贞芪扶正颗粒
小儿慢性胃炎,Treatment_of_department,枳术宽中胶囊
小儿慢性胃炎,Treatment_of_department,阿莫西林
小儿慢性胃炎,Treatment_of_department,枸橼酸铋钾
纯红再障,Treatment_of_department,甘露聚糖肽胶囊
小儿呕吐,Treatment_of_department,儿泻停颗粒
小儿呕吐,Treatment_of_department,复方鸡内金片
小儿呕吐,Treatment_of_department,藿香正气胶囊
苍白球黑质红核色素变性,Treatment_of_department,维生素E
苍白球黑质红核色素变性,Treatment_of_department,维库溴铵
急进性肾小球肾炎,Treatment_of_department,甲泼尼龙
急进性肾小球肾炎,Treatment_of_department,藻酸双酯钠片
急进性肾小球肾炎,Treatment_of_department,环磷酰胺
高度房室传导阻滞,Treatment_of_department,宁心宝胶囊
高度房室传导阻滞,Treatment_of_department,盐酸异丙肾上腺素片
播散性嗜酸粒细胞增多性胶原病,Treatment_of_department,醋酸泼尼松龙片
播散性嗜酸粒细胞增多性胶原病,Treatment_of_department,肾上腺色腙片
小儿流行性喘憋性肺炎,Treatment_of_department,重组人干扰素α1b注射液
小儿流行性喘憋性肺炎,Treatment_of_department,氯丙嗪异丙嗪注射液
小儿屏气发作,Treatment_of_department,红草止鼾胶囊
小儿屏气发作,Treatment_of_department,小儿牛黄散
小儿屏气发作,Treatment_of_department,脑蛋白水解物片
嗜酸粒细胞增多症,Treatment_of_department,阿苯达唑片
肺囊性纤维化,Treatment_of_department,胰酶肠溶胶囊
肺囊性纤维化,Treatment_of_department,注射用夫西地酸钠
小儿甲状腺功能亢进症,Treatment_of_department,甲巯咪唑片
小儿甲状腺功能亢进症,Treatment_of_department,阿替洛尔片
小儿甲状腺功能亢进症,Treatment_of_department,左甲状腺素钠片
肺曲菌病,Treatment_of_department,红霉素肠溶片
肺曲菌病,Treatment_of_department,琥乙红霉素片
肠白塞病,Treatment_of_department,柳氮磺吡啶
肠白塞病,Treatment_of_department,泼尼松
高渗性非酮症糖尿病昏迷,Treatment_of_department,氯化钠注射液
高渗性非酮症糖尿病昏迷,Treatment_of_department,复方氯化钠注射液
肉芽肿性唇炎,Treatment_of_department,硫唑嘌呤片
肉芽肿性唇炎,Treatment_of_department,维生素B2注射液
肉芽肿性唇炎,Treatment_of_department,复方甘菊利多卡因凝胶
真菌性肠炎,Treatment_of_department,甲泼尼龙片
真菌性肠炎,Treatment_of_department,依诺沙星片
真菌性肠炎,Treatment_of_department,盐酸左氧氟沙星胶囊
甲状腺功能减低所致贫血,Treatment_of_department,复方阿胶浆
甲状腺功能减低所致贫血,Treatment_of_department,益气维血颗粒
应激性溃疡,Treatment_of_department,西咪替丁片
应激性溃疡,Treatment_of_department,奥美拉唑肠溶胶囊
弥漫性血管内凝血,Treatment_of_department,藻酸双酯钠片
弥漫性血管内凝血,Treatment_of_department,肝素钠注射液
局灶性节段性肾小球硬化,Treatment_of_department,环磷酰胺
局灶性节段性肾小球硬化,Treatment_of_department,泼尼松
局灶性节段性肾小球硬化,Treatment_of_department,环孢素胶囊
牙折,Treatment_of_department,不锈钢预成型牙冠
匐行性角膜溃疡,Treatment_of_department,小牛血去蛋白提取物眼用凝胶
匐行性角膜溃疡,Treatment_of_department,碘苷滴眼液
匐行性角膜溃疡,Treatment_of_department,酞丁安滴眼液
腹膜后淋巴结炎,Treatment_of_department,司帕沙星片
腹膜后淋巴结炎,Treatment_of_department,麦迪霉素
腹膜后淋巴结炎,Treatment_of_department,司帕沙星
灼性神经痛,Treatment_of_department,伤湿祛痛膏
灼性神经痛,Treatment_of_department,布洛芬混悬液
灼性神经痛,Treatment_of_department,去痛片
继发性血小板增多症,Treatment_of_department,阿司匹林双嘧达莫缓释胶囊
继发性血小板增多症,Treatment_of_department,磷酸芦可替尼片
继发性血小板增多症,Treatment_of_department,阿司匹林肠溶片
II型肾小管性酸中毒,Treatment_of_department,别嘌醇片
II型肾小管性酸中毒,Treatment_of_department,雷公藤多苷片
肺血管炎,Treatment_of_department,醋酸泼尼松片
麻痹性痴呆,Treatment_of_department,石杉碱甲片
麻痹性痴呆,Treatment_of_department,氢溴酸加兰他敏片
麻痹性痴呆,Treatment_of_department,十三味红花丸
继发性腹膜炎,Treatment_of_department,注射用头孢替唑钠
继发性腹膜炎,Treatment_of_department,奥硝唑片
继发性腹膜炎,Treatment_of_department,氟康唑片
呼吸性细支气管相关的间质性肺疾病,Treatment_of_department,头孢克洛干混悬剂
呼吸性细支气管相关的间质性肺疾病,Treatment_of_department,头孢克洛片
感染性血小板减少性紫癜,Treatment_of_department,硫唑嘌呤片
感染性血小板减少性紫癜,Treatment_of_department,氨肽素片
感染性血小板减少性紫癜,Treatment_of_department,转移因子口服溶液
肺念珠菌病,Treatment_of_department,氯霉素片
肺念珠菌病,Treatment_of_department,萘替芬酮康唑乳膏
肺念珠菌病,Treatment_of_department,乳酸左氧氟沙星片
小儿牙本质生长不全综合征,Treatment_of_department,人工牛黄甲硝唑胶囊
单眼双下转肌麻痹,Treatment_of_department,注射用A型肉毒毒素
红外线伤,Treatment_of_department,复明片
红外线伤,Treatment_of_department,障眼明片
急性后部多灶性鳞状色素上皮病变,Treatment_of_department,曲克芦丁氯化钠注射液
微小病变型肾病,Treatment_of_department,螺内酯
微小病变型肾病,Treatment_of_department,环孢素胶囊
微小病变型肾病,Treatment_of_department,氢氯噻嗪
晶状体异位,Treatment_of_department,盐酸环丙沙星滴眼液
晶状体异位,Treatment_of_department,妥布霉素滴眼液
主动脉弓综合征视网膜病变,Treatment_of_department,羟苯磺酸钙胶囊
主动脉弓综合征视网膜病变,Treatment_of_department,复方樟柳碱注射液
Shy-Drager综合征,Treatment_of_department,盐酸米多君片
Shy-Drager综合征,Treatment_of_department,重酒石酸去甲肾上腺素注射液
眼外肌猪囊尾蚴病,Treatment_of_department,阿苯达唑片
巨细胞动脉炎性巩膜炎,Treatment_of_department,氟米龙滴眼液
马方综合征,Treatment_of_department,盐酸普萘洛尔片
马方综合征,Treatment_of_department,盐酸普萘洛尔缓释片
绝经与心血管疾病,Treatment_of_department,坤宝丸
绝经与心血管疾病,Treatment_of_department,更年宁
绝经与心血管疾病,Treatment_of_department,汤辰氏每日健钙维软胶囊
出血性脑梗死,Treatment_of_department,尼莫地平
出血性脑梗死,Treatment_of_department,呋塞米
出血性脑梗死,Treatment_of_department,单唾液酸四己糖神经节苷脂钠注射液
成人型慢性粒细胞白血病,Treatment_of_department,硫鸟嘌呤片
成人型慢性粒细胞白血病,Treatment_of_department,注射用重组人干扰素α2b(假单胞菌)
成人型慢性粒细胞白血病,Treatment_of_department,乌苯美司胶囊
肾周围炎,Treatment_of_department,萆薢分清丸
肾周围炎,Treatment_of_department,肾复康胶囊
戒酒综合征,Treatment_of_department,维生素B1
戒酒综合征,Treatment_of_department,葡萄糖
结节性脂膜炎,Treatment_of_department,五妙水仙膏
结节性脂膜炎,Treatment_of_department,冰黄肤乐软膏
皮肌炎与多发性肌炎,Treatment_of_department,灵孢多糖注射液
皮肌炎与多发性肌炎,Treatment_of_department,甲泼尼龙片
阿尔茨海默病性痴呆,Treatment_of_department,茴拉西坦胶囊
阿尔茨海默病性痴呆,Treatment_of_department,吡贝地尔缓释片
阿尔茨海默病性痴呆,Treatment_of_department,奥拉西坦胶囊
缺血性肾脏病,Treatment_of_department,格列喹酮片
缺血性肾脏病,Treatment_of_department,金水宝胶囊
反射性交感神经营养不良综合征,Treatment_of_department,鲑鱼降钙素注射液
反射性交感神经营养不良综合征,Treatment_of_department,硝苯地平缓释片(Ⅰ)
反射性交感神经营养不良综合征,Treatment_of_department,硝苯地平片
人类T淋巴细胞病毒感染,Treatment_of_department,复方环磷酰胺片
人类T淋巴细胞病毒感染,Treatment_of_department,依托泊苷软胶囊
人类T淋巴细胞病毒感染,Treatment_of_department,人T淋巴细胞病毒1型和2型抗体检测试剂盒(酶联免疫法)
缩窄性心包炎,Treatment_of_department,复方盐酸阿米洛利片
缩窄性心包炎,Treatment_of_department,螺内酯片
甲状旁腺功能亢进性心肌病,Treatment_of_department,硝苯地平缓释片
变态反应性结膜炎,Treatment_of_department,洛度沙胺滴眼液
变态反应性结膜炎,Treatment_of_department,盐酸西替利嗪片
慢性纤维性甲状腺炎,Treatment_of_department,左甲状腺素钠片
慢性纤维性甲状腺炎,Treatment_of_department,甲泼尼龙片
坏死性龈口炎,Treatment_of_department,三黄胶囊
坏死性龈口炎,Treatment_of_department,三黄片
坏死性龈口炎,Treatment_of_department,糠甾醇片
黑舌,Treatment_of_department,丙酸氟替卡松乳膏
黑舌,Treatment_of_department,复方氟米松软膏
复发性阿弗他性口腔炎,Treatment_of_department,四维他胶囊
复发性阿弗他性口腔炎,Treatment_of_department,口炎清颗粒
复发性阿弗他性口腔炎,Treatment_of_department,珍黛散
角膜擦伤,Treatment_of_department,盐酸环丙沙星滴眼液
角膜擦伤,Treatment_of_department,妥布霉素地塞米松滴眼液
角膜擦伤,Treatment_of_department,复方硫酸锌滴眼液
原发性开角型青光眼,Treatment_of_department,明目地黄丸
原发性开角型青光眼,Treatment_of_department,马来酸噻吗洛尔滴眼液
原发性开角型青光眼,Treatment_of_department,醋甲唑胺片
正常眼压性青光眼,Treatment_of_department,葛根素滴眼液
正常眼压性青光眼,Treatment_of_department,注射用胞磷胆碱钠肌苷
正常眼压性青光眼,Treatment_of_department,醋甲唑胺片
言语障碍,Treatment_of_department,沉香十七味丸
言语障碍,Treatment_of_department,消栓再造丸
泪液分泌过多,Treatment_of_department,四味珍层冰硼滴眼液
泪液分泌过多,Treatment_of_department,复方门冬维甘滴眼液
急性肺源性心脏病,Treatment_of_department,地高辛片
急性肺源性心脏病,Treatment_of_department,双嘧达莫缓释胶囊
急性肺源性心脏病,Treatment_of_department,补金片
稳定型心绞痛,Treatment_of_department,非洛地平缓释片
稳定型心绞痛,Treatment_of_department,硝苯地平控释片
稳定型心绞痛,Treatment_of_department,硝苯地平片
类风湿性关节炎的肾损害,Treatment_of_department,云香十五味丸
类风湿性关节炎的肾损害,Treatment_of_department,风痛安胶囊
类风湿性关节炎的肾损害,Treatment_of_department,美洛昔康片
进行性延髓麻痹,Treatment_of_department,复方卡比多巴片
持续性植物状态,Treatment_of_department,三磷酸胞苷二钠注射液
持续性植物状态,Treatment_of_department,乙酰谷酰胺氯化钠注射液
肺泡蛋白沉着症,Treatment_of_department,阿莫西林双氯西林钠胶囊
肺泡蛋白沉着症,Treatment_of_department,阿莫西林克拉维酸钾片(7:1)
颅内低压综合征,Treatment_of_department,咖啡因
颅内低压综合征,Treatment_of_department,甘露醇注射液
颅内低压综合征,Treatment_of_department,地塞米松
造影剂肾病,Treatment_of_department,呋塞米
造影剂肾病,Treatment_of_department,碳酸氢钠
青年心肌梗死,Treatment_of_department,单硝酸异山梨酯片
青年心肌梗死,Treatment_of_department,重酒石酸去甲肾上腺素注射液
鼻旁窦支气管综合征,Treatment_of_department,转移因子胶囊
鼻旁窦支气管综合征,Treatment_of_department,头孢泊肟酯片
鼻旁窦支气管综合征,Treatment_of_department,盐酸妥洛特罗片
低钾血症肾病,Treatment_of_department,补达秀氯化钾缓释片
低钾血症肾病,Treatment_of_department,注射用氯化钾
低钾血症肾病,Treatment_of_department,门冬氨酸钾镁注射液
婴儿及儿童期癫痫及癫痫综合征,Treatment_of_department,维生素B1
急性播散性脑脊髓炎,Treatment_of_department,单唾液酸四己糖神经节苷脂钠注射液
妊娠期急性脂肪肝,Treatment_of_department,卵磷脂片
妊娠期急性脂肪肝,Treatment_of_department,珍熊胆丸
中东呼吸综合征,Treatment_of_department,转移因子胶囊
中东呼吸综合征,Treatment_of_department,盐酸金刚烷胺片
中东呼吸综合征,Treatment_of_department,洛索洛芬钠分散片
玻璃体及视网膜脱离手术所致青光眼,Treatment_of_department,羟苯磺酸钙胶囊
玻璃体及视网膜脱离手术所致青光眼,Treatment_of_department,血栓通注射液
玻璃体及视网膜脱离手术所致青光眼,Treatment_of_department,超声生物显微镜
下丘脑疾病,Treatment_of_department,注射用重组人生长激素
下丘脑疾病,Treatment_of_department,利脑心片
下丘脑疾病,Treatment_of_department,脑血康片
宾斯旺格病,Treatment_of_department,尼莫地平
宾斯旺格病,Treatment_of_department,尼麦角林
非结核性分枝杆菌病,Treatment_of_department,利福喷丁胶囊
非结核性分枝杆菌病,Treatment_of_department,异烟肼片
干燥综合征神经系统损害,Treatment_of_department,地塞米松
干燥综合征神经系统损害,Treatment_of_department,泼尼松
细菌感染性肺炎,Treatment_of_department,头孢克肟胶囊
细菌感染性肺炎,Treatment_of_department,盐酸米诺环素胶囊
球麻痹,Treatment_of_department,小牛血去蛋白提取物眼用凝胶
球麻痹,Treatment_of_department,腺苷钴胺片
球麻痹,Treatment_of_department,盐酸美金刚片
无痛性心肌梗死,Treatment_of_department,复方乙酰水杨酸片
无痛性心肌梗死,Treatment_of_department,注射用前列地尔
血小板无力症,Treatment_of_department,注射用重组人凝血因子VIIa
血小板无力症,Treatment_of_department,益气补血片
血小板无力症,Treatment_of_department,炔诺酮滴丸
范可尼综合征,Treatment_of_department,维生素D2
范可尼综合征,Treatment_of_department,青霉胺
血卟啉病,Treatment_of_department,复方樟脑乳膏
血卟啉病,Treatment_of_department,氟轻松维B6乳膏
希恩综合征,Treatment_of_department,甲磺酸倍他司汀片
希恩综合征,Treatment_of_department,谷维素片
希恩综合征,Treatment_of_department,泼尼松
化脓性食管炎,Treatment_of_department,奥美拉唑
化脓性食管炎,Treatment_of_department,微波热疗机
化脓性食管炎,Treatment_of_department,奥美拉唑肠溶胶囊
Marie-Bamberger综合征,Treatment_of_department,安神补脑液
Marie-Bamberger综合征,Treatment_of_department,双价肾综合征出血热灭活疫苗(沙鼠肾细胞)
遗传性球形红细胞增多症,Treatment_of_department,头孢氨苄
遗传性球形红细胞增多症,Treatment_of_department,叶酸片
遗传性痉挛性截瘫,Treatment_of_department,巴氯芬
遗传性痉挛性截瘫,Treatment_of_department,左旋多巴
上腔静脉综合征,Treatment_of_department,曲克芦丁片
高碘性甲状腺肿,Treatment_of_department,碘化钾片
高碘性甲状腺肿,Treatment_of_department,左甲状腺素钠片
小儿尿感,Treatment_of_department,甲砜霉素胶囊
小儿尿感,Treatment_of_department,尿感宁颗粒
小儿尿感,Treatment_of_department,小儿腹泻宁糖浆
咳嗽晕厥综合征,Treatment_of_department,止咳橘红胶囊
咳嗽晕厥综合征,Treatment_of_department,痰咳净散
咳嗽晕厥综合征,Treatment_of_department,复方鲜竹沥液
下丘脑综合征,Treatment_of_department,盐酸苯海索片
下丘脑综合征,Treatment_of_department,炔雌醇
下丘脑综合征,Treatment_of_department,左甲状腺素钠片
毛细血管扩张性环状紫癜,Treatment_of_department,维生素E烟酸酯胶囊
毛细血管扩张性环状紫癜,Treatment_of_department,维生素E、C颗粒
异常血红蛋白病,Treatment_of_department,血管内温度控制导管系统
异常血红蛋白病,Treatment_of_department,注射用腺苷钴胺
异常血红蛋白病,Treatment_of_department,维生素C
小舞蹈病,Treatment_of_department,风湿液
小舞蹈病,Treatment_of_department,盐酸硫必利注射液
小舞蹈病,Treatment_of_department,苯妥英钠片
胰岛素抵抗与代谢综合征,Treatment_of_department,盐酸二甲双胍片
胰岛素抵抗与代谢综合征,Treatment_of_department,盐酸苯乙双胍片
原发性肺动脉高压,Treatment_of_department,硝酸异山梨酯片
原发性肺动脉高压,Treatment_of_department,吸入用伊洛前列素溶液
X综合征,Treatment_of_department,马来酸依那普利片
X综合征,Treatment_of_department,银丹心泰滴丸
X综合征,Treatment_of_department,甲磺酸倍他司汀片
休克型肺炎,Treatment_of_department,注射用头孢唑肟钠
低镁血症,Treatment_of_department,氯化钠注射液
低镁血症,Treatment_of_department,门冬氨酸钾镁片
低镁血症,Treatment_of_department,葡萄糖氯化钠钾注射液
喉上神经损伤,Treatment_of_department,罗红霉素分散片
喉上神经损伤,Treatment_of_department,青霉素V钾片
胃肠食物不耐受症,Treatment_of_department,酪酸梭菌活菌散
胃肠食物不耐受症,Treatment_of_department,小儿敷脐止泻散
小儿急性气管支气管炎,Treatment_of_department,头孢克肟胶囊
小儿急性气管支气管炎,Treatment_of_department,头孢泊肟酯片
结节性硬化症,Treatment_of_department,卡马西平胶囊
结节性硬化症,Treatment_of_department,卡马西平片
结节性硬化症,Treatment_of_department,注射用甲泼尼龙琥珀酸钠
嗜酸细胞性胃肠炎,Treatment_of_department,硫唑嘌呤
心包囊肿,Treatment_of_department,乐脉颗粒
心包囊肿,Treatment_of_department,洋参保肺口服液
肌病,Treatment_of_department,酒石酸美托洛尔片
肌病,Treatment_of_department,果糖二磷酸钠口服溶液
肌病,Treatment_of_department,复方丹参滴丸
松果体瘤,Treatment_of_department,阿莫西林
松果体瘤,Treatment_of_department,注射用盐酸尼莫司汀
松果体瘤,Treatment_of_department,替莫唑胺胶囊
心尖肥厚型心肌病,Treatment_of_department,酒石酸美托洛尔片
心尖肥厚型心肌病,Treatment_of_department,盐酸维拉帕米
心尖肥厚型心肌病,Treatment_of_department,硝苯地平片
脑供血不足,Treatment_of_department,疏肝益阳胶囊
脑供血不足,Treatment_of_department,脑安颗粒
脑供血不足,Treatment_of_department,果糖二磷酸钠口服溶液
颅内高压综合征,Treatment_of_department,地塞米松
颅内高压综合征,Treatment_of_department,氢氯噻嗪
Brenneman综合征,Treatment_of_department,甲磺酸倍他司汀片
Brenneman综合征,Treatment_of_department,双黄消炎片
Brenneman综合征,Treatment_of_department,醒脑安神片
尘肺,Treatment_of_department,哮喘胶囊
尘肺,Treatment_of_department,盐酸妥洛特罗片
Austin型幼儿脑硫脂病,Treatment_of_department,盐酸金刚烷胺片
小儿气管、支气管异物,Treatment_of_department,青霉素V钾片
小儿气管、支气管异物,Treatment_of_department,羧甲淀粉钠溶液
嗜酸性粒细胞白血病,Treatment_of_department,醋酸泼尼松片
嗜酸性粒细胞白血病,Treatment_of_department,乌苯美司胶囊
淋巴细胞白血病,Treatment_of_department,复方环磷酰胺片
淋巴细胞白血病,Treatment_of_department,甲氨蝶呤片
淋巴细胞白血病,Treatment_of_department,复方红豆杉胶囊
胃结核,Treatment_of_department,异烟肼片
胃结核,Treatment_of_department,康复新液
脂肪营养不良,Treatment_of_department,肠内营养乳剂(TP)
脂肪营养不良,Treatment_of_department,维生素E软胶囊
脂肪营养不良,Treatment_of_department,脂肪乳注射液(C14～24)
特发性心室颤动,Treatment_of_department,阿司匹林肠溶片
特发性心室颤动,Treatment_of_department,盐酸胺碘酮片
慢性肉芽肿病,Treatment_of_department,环吡酮胺乳膏
慢性肉芽肿病,Treatment_of_department,复方克霉唑乳膏(Ⅱ)
类风湿性关节炎肾损害,Treatment_of_department,十味乳香胶囊
类风湿性关节炎肾损害,Treatment_of_department,吡罗昔康
类风湿性关节炎肾损害,Treatment_of_department,布洛芬
急性上颌窦炎,Treatment_of_department,头孢呋辛酯片
急性上颌窦炎,Treatment_of_department,头孢呋辛酯分散片
肾小球硬化,Treatment_of_department,羟苯磺酸钙分散片
肾小球硬化,Treatment_of_department,羟苯磺酸钙胶囊
肛提肌综合征,Treatment_of_department,胃痛宁片
心动过速性心肌病,Treatment_of_department,盐酸美西律片
心动过速性心肌病,Treatment_of_department,利多卡因
心动过速性心肌病,Treatment_of_department,盐酸普萘洛尔片
进行性核上性麻痹,Treatment_of_department,氯化钾片
进行性核上性麻痹,Treatment_of_department,寒痹停片
药物性食管炎,Treatment_of_department,奥美拉唑
药物性食管炎,Treatment_of_department,奥美拉唑肠溶胶囊
嗜酸性细胞增多症,Treatment_of_department,头孢氨苄
嗜酸性细胞增多症,Treatment_of_department,阿莫西林
慢性呼吸衰竭,Treatment_of_department,果糖二磷酸钠注射液
慢性呼吸衰竭,Treatment_of_department,盐酸美司坦片
慢性呼吸衰竭,Treatment_of_department,多索茶碱片
多发梗塞性痴呆,Treatment_of_department,氢溴酸加兰他敏片
多发梗塞性痴呆,Treatment_of_department,果糖二磷酸钠胶囊
多发梗塞性痴呆,Treatment_of_department,脑蛋白水解物注射液
高心病,Treatment_of_department,角鲨烯胶丸
腺病毒肺炎,Treatment_of_department,头孢羟氨苄胶囊
腺病毒肺炎,Treatment_of_department,利巴韦林片
腺病毒肺炎,Treatment_of_department,阿莫西林胶囊
食管源性胸痛,Treatment_of_department,奥美拉唑
食管源性胸痛,Treatment_of_department,山海丹胶囊
食管源性胸痛,Treatment_of_department,甲氧氯普胺
心包炎,Treatment_of_department,裸花紫珠片
心包炎,Treatment_of_department,脉平片
心包炎,Treatment_of_department,阿司匹林
神经性头痛,Treatment_of_department,十三味红花丸
神经性头痛,Treatment_of_department,正天丸
神经性头痛,Treatment_of_department,镇脑宁片
窦房传导阻滞,Treatment_of_department,宁心宝胶囊
